query_id,item_id,engage_score,dt,topic_match,city_match,json_missing
251,I648,0,20260901,0.469005,0.0,1.0
251,I622,0,20260901,0.559541,1.0,0.0
251,I526,0,20260901,0.216913,0.0,0.0
251,I524,0,20260901,0.321504,1.0,0.0
251,I403,10,20260901,0.867664,1.0,0.0
251,I084,0,20260901,0.874316,0.0,0.0
251,I681,0,20260901,0.482533,1.0,0.0
252,I528,0,20260901,0.200315,0.0,0.0
252,I086,0,20260901,0.584314,1.0,0.0
252,I104,0,20260901,0.733556,0.0,1.0
252,I071,0,20260901,0.260983,0.0,0.0
252,I467,0,20260901,0.670305,1.0,0.0
252,I326,10,20260901,0.224309,1.0,0.0
253,I570,0,20260901,0.238979,0.0,0.0
253,I441,3,20260901,0.558496,1.0,0.0
253,I495,0,20260901,0.142057,1.0,1.0
253,I177,0,20260901,0.334728,0.0,0.0
253,I581,0,20260901,0.219766,1.0,0.0
253,I095,0,20260901,0.092138,1.0,0.0
253,I292,0,20260901,0.619684,0.0,0.0
254,I662,0,20260901,0.75431,0.0,0.0
254,I098,0,20260901,0.482383,0.0,0.0
254,I147,1,20260901,0.745543,1.0,0.0
254,I467,0,20260901,0.494207,1.0,0.0
254,I038,0,20260901,0.212253,1.0,1.0
254,I549,0,20260901,0.243916,0.0,0.0
254,I096,0,20260901,0.238976,1.0,0.0
255,I013,0,20260901,0.364205,0.0,0.0
255,I223,4,20260901,0.469107,0.0,0.0
255,I009,0,20260901,0.143013,0.0,1.0
255,I019,0,20260901,0.482781,1.0,0.0
255,I179,0,20260901,0.474045,0.0,0.0
255,I041,0,20260901,0.411467,0.0,0.0
255,I582,0,20260901,0.114659,0.0,1.0
256,I204,0,20260901,0.114843,1.0,0.0
256,I043,0,20260901,0.529812,1.0,0.0
256,I124,4,20260901,0.608274,1.0,0.0
256,I046,0,20260901,0.70688,0.0,0.0
256,I668,1,20260901,0.096753,1.0,0.0
256,I552,0,20260901,0.467939,1.0,0.0
256,I618,0,20260901,0.362498,1.0,0.0
257,I169,0,20260901,0.266951,1.0,0.0
257,I567,0,20260901,0.326686,1.0,0.0
257,I056,0,20260901,0.345017,1.0,0.0
257,I246,0,20260901,0.232925,0.0,0.0
257,I600,1,20260901,0.74576,1.0,0.0
257,I107,0,20260901,0.231862,0.0,0.0
257,I175,0,20260901,0.542431,1.0,0.0
258,I423,0,20260901,0.783125,0.0,0.0
258,I655,0,20260901,0.712111,1.0,0.0
258,I543,0,20260901,0.502073,0.0,0.0
258,I578,1,20260901,0.388901,1.0,0.0
258,I556,0,20260901,0.579983,1.0,0.0
258,I518,0,20260901,0.626433,1.0,0.0
258,I255,0,20260901,0.69471,1.0,0.0
259,I153,0,20260901,0.317733,1.0,0.0
259,I423,0,20260901,0.805467,1.0,0.0
259,I567,0,20260901,0.73932,1.0,1.0
259,I329,0,20260901,0.616535,1.0,0.0
259,I109,0,20260901,0.420164,0.0,0.0
259,I648,0,20260901,0.592995,0.0,0.0
259,I084,1,20260901,0.700546,0.0,0.0
259,I552,0,20260901,0.272812,0.0,0.0
260,I059,0,20260901,0.191016,0.0,0.0
260,I445,0,20260901,0.511995,0.0,0.0
260,I603,0,20260901,0.072024,1.0,0.0
260,I547,0,20260901,0.352243,0.0,0.0
260,I359,0,20260901,0.87663,0.0,0.0
260,I081,1,20260901,0.320694,1.0,0.0
261,I188,1,20260901,0.776789,0.0,0.0
261,I445,0,20260901,0.307443,0.0,0.0
261,I423,0,20260901,0.658515,1.0,0.0
261,I202,0,20260901,0.711121,0.0,0.0
261,I322,0,20260901,0.151769,1.0,0.0
261,I231,0,20260901,0.61342,0.0,0.0
262,I557,0,20260901,0.454353,1.0,0.0
262,I457,0,20260901,0.200477,0.0,0.0
262,I268,3,20260901,0.747384,1.0,0.0
262,I207,0,20260901,0.537603,0.0,0.0
262,I088,0,20260901,0.80155,1.0,0.0
262,I247,0,20260901,0.438988,0.0,0.0
