query_id,item_id,engage_score,dt,topic_match,city_match,json_missing
222,I029,1,20260830,0.629056,1.0,0.0
222,I259,0,20260830,0.0,0.0,1.0
222,I084,0,20260830,0.397343,1.0,0.0
222,I334,0,20260830,0.458543,0.0,0.0
222,I331,0,20260830,0.715749,1.0,0.0
222,I002,0,20260830,0.632266,0.0,0.0
222,I606,0,20260830,0.4773,1.0,0.0
223,I068,0,20260830,0.459645,1.0,0.0
223,I058,0,20260830,0.189277,0.0,0.0
223,I599,0,20260830,0.749509,0.0,0.0
223,I025,10,20260830,0.237955,1.0,0.0
223,I493,0,20260830,0.448544,0.0,0.0
223,I560,0,20260830,0.2646,0.0,0.0
223,I303,0,20260830,0.154378,0.0,0.0
224,I515,0,20260830,0.420098,0.0,0.0
224,I264,0,20260830,0.422952,1.0,0.0
224,I166,0,20260830,0.211965,0.0,0.0
224,I278,0,20260830,0.0,0.0,1.0
224,I046,4,20260830,0.811662,0.0,0.0
224,I542,0,20260830,0.145466,1.0,0.0
224,I033,0,20260830,0.256463,1.0,0.0
225,I683,0,20260830,0.69992,0.0,0.0
225,I104,10,20260830,0.413098,1.0,0.0
225,I012,0,20260830,0.342073,1.0,0.0
225,I635,0,20260830,0.0,0.0,1.0
225,I515,0,20260830,0.152115,1.0,0.0
225,I148,0,20260830,0.222361,1.0,0.0
226,I289,0,20260830,0.078165,1.0,0.0
226,I026,3,20260830,0.826929,1.0,0.0
226,I146,0,20260830,0.5087,1.0,0.0
226,I423,0,20260830,0.577861,1.0,0.0
226,I262,0,20260830,0.110046,0.0,0.0
226,I393,3,20260830,0.772595,1.0,0.0
227,I358,0,20260830,0.0,0.0,1.0
227,I033,0,20260830,0.069289,1.0,0.0
227,I264,10,20260830,0.540984,1.0,0.0
227,I181,0,20260830,0.500699,1.0,0.0
227,I172,0,20260830,0.305169,0.0,0.0
227,I420,0,20260830,0.348071,1.0,0.0
228,I613,0,20260830,0.522065,0.0,0.0
228,I117,4,20260830,0.263852,1.0,0.0
228,I523,0,20260830,0.426173,0.0,0.0
228,I218,0,20260830,0.146416,0.0,0.0
228,I558,0,20260830,0.243645,1.0,0.0
228,I572,0,20260830,0.438013,0.0,0.0
228,I583,0,20260830,0.481458,1.0,0.0
229,I543,0,20260830,0.645491,1.0,0.0
229,I250,0,20260830,0.16617,1.0,0.0
229,I390,0,20260830,0.308936,1.0,0.0
229,I272,1,20260830,0.53489,1.0,0.0
229,I052,0,20260830,0.370686,1.0,0.0
229,I098,0,20260830,0.405584,0.0,0.0
229,I441,0,20260830,0.372891,1.0,0.0
229,I612,0,20260830,0.672914,0.0,0.0
230,I260,0,20260830,0.846574,0.0,0.0
230,I054,0,20260830,0.328655,1.0,0.0
230,I037,0,20260830,0.68443,0.0,0.0
230,I107,1,20260830,0.480873,1.0,0.0
230,I142,0,20260830,0.548214,0.0,0.0
230,I384,0,20260830,0.128479,0.0,0.0
231,I312,0,20260830,0.191759,1.0,0.0
231,I446,0,20260830,0.233604,0.0,0.0
231,I557,0,20260830,0.417352,0.0,0.0
231,I648,0,20260830,0.140311,0.0,0.0
231,I688,3,20260830,0.658461,0.0,0.0
231,I572,0,20260830,0.275513,0.0,0.0
231,I152,0,20260830,0.449472,1.0,0.0
232,I115,0,20260830,0.504285,0.0,0.0
232,I165,1,20260830,0.766119,0.0,0.0
232,I644,0,20260830,0.16873,1.0,0.0
232,I456,0,20260830,0.061963,1.0,0.0
232,I328,0,20260830,0.582478,0.0,0.0
232,I626,0,20260830,0.403236,0.0,0.0
232,I668,0,20260830,0.0,0.0,1.0
232,I319,0,20260830,0.246258,1.0,0.0
233,I007,0,20260830,0.259399,1.0,0.0
233,I460,0,20260830,0.636378,0.0,0.0
233,I216,3,20260830,0.462056,1.0,0.0
233,I244,0,20260830,0.213015,0.0,0.0
233,I651,0,20260830,0.143832,0.0,0.0
233,I020,0,20260830,0.23655,0.0,0.0
233,I161,0,20260830,0.309876,1.0,0.0
233,I694,0,20260830,0.324953,1.0,0.0
234,I338,4,20260830,0.850755,1.0,0.0
234,I089,0,20260830,0.481429,1.0,0.0
234,I430,0,20260830,0.600517,0.0,0.0
234,I374,0,20260830,0.389392,1.0,0.0
234,I481,0,20260830,0.106172,0.0,0.0
234,I268,0,20260830,0.335125,0.0,0.0
234,I025,0,20260830,0.456119,0.0,0.0
234,I336,0,20260830,0.0,0.0,1.0
235,I138,0,20260830,0.225541,0.0,0.0
235,I607,0,20260830,0.163623,1.0,0.0
235,I340,0,20260830,0.378104,0.0,0.0
235,I686,0,20260830,0.0,0.0,1.0
235,I182,10,20260830,0.582414,1.0,0.0
235,I255,0,20260830,0.158419,0.0,0.0
