query_id,item_id,engage_score,dt,topic_match,city_match,json_missing
263,I318,0,20260902,0.323001,0.0,1.0
263,I377,0,20260902,0.242743,0.0,0.0
263,I624,0,20260902,0.212447,0.0,0.0
263,I695,1,20260902,0.176695,1.0,0.0
263,I317,0,20260902,0.337303,0.0,0.0
263,I212,0,20260902,0.162626,1.0,0.0
264,I381,0,20260902,0.302616,0.0,0.0
264,I201,0,20260902,0.559057,1.0,0.0
264,I547,0,20260902,0.162478,0.0,0.0
264,I688,0,20260902,0.38096,0.0,0.0
264,I663,0,20260902,0.731958,0.0,0.0
264,I388,0,20260902,0.309743,0.0,0.0
264,I207,0,20260902,0.389827,1.0,0.0
264,I216,10,20260902,0.782558,1.0,0.0
265,I622,10,20260902,0.348085,1.0,0.0
265,I096,0,20260902,0.336513,0.0,0.0
265,I399,0,20260902,0.397067,0.0,0.0
265,I582,0,20260902,0.439972,1.0,0.0
265,I580,0,20260902,0.236334,0.0,0.0
265,I474,0,20260902,0.650572,1.0,0.0
266,I617,0,20260902,0.373058,0.0,0.0
266,I585,0,20260902,0.460351,1.0,0.0
266,I516,0,20260902,0.485558,1.0,0.0
266,I036,10,20260902,0.724909,1.0,0.0
266,I127,0,20260902,0.514235,0.0,0.0
266,I043,0,20260902,0.220802,1.0,0.0
266,I080,0,20260902,0.251023,1.0,0.0
266,I421,0,20260902,0.176024,0.0,0.0
267,I407,0,20260902,0.354185,0.0,0.0
267,I585,0,20260902,0.274127,0.0,0.0
267,I418,0,20260902,0.808903,0.0,0.0
267,I223,0,20260902,0.572393,0.0,0.0
267,I321,0,20260902,0.461035,1.0,0.0
267,I636,0,20260902,0.264863,0.0,0.0
267,I203,0,20260902,0.213768,0.0,0.0
267,I509,1,20260902,0.385415,1.0,0.0
268,I488,0,20260902,0.231116,0.0,0.0
268,I011,0,20260902,0.624576,0.0,1.0
268,I555,0,20260902,0.33711,0.0,0.0
268,I144,0,20260902,0.721089,1.0,0.0
268,I132,3,20260902,0.768054,1.0,0.0
268,I255,0,20260902,0.532605,0.0,0.0
268,I687,0,20260902,0.678472,0.0,0.0
269,I521,0,20260902,0.253342,1.0,0.0
269,I132,0,20260902,0.649023,0.0,0.0
269,I072,3,20260902,0.905505,1.0,0.0
269,I116,0,20260902,0.235095,1.0,0.0
269,I301,0,20260902,0.186488,0.0,0.0
269,I074,0,20260902,0.681255,1.0,0.0
269,I093,0,20260902,0.105597,1.0,0.0
270,I672,0,20260902,0.685204,1.0,0.0
270,I452,0,20260902,0.150265,0.0,0.0
270,I532,0,20260902,0.517019,0.0,0.0
270,I293,0,20260902,0.158873,0.0,0.0
270,I350,0,20260902,0.133541,0.0,0.0
270,I153,0,20260902,0.512823,1.0,0.0
270,I253,10,20260902,0.750245,0.0,0.0
271,I024,0,20260902,0.299681,0.0,0.0
271,I387,0,20260902,0.535411,1.0,0.0
271,I438,4,20260902,0.897204,0.0,0.0
271,I088,0,20260902,0.400985,1.0,1.0
271,I327,0,20260902,0.642164,1.0,0.0
271,I354,0,20260902,0.665013,0.0,0.0
271,I121,0,20260902,0.100426,1.0,0.0
272,I116,0,20260902,0.235813,0.0,0.0
272,I059,0,20260902,0.251118,1.0,1.0
272,I544,0,20260902,0.21027,0.0,0.0
272,I357,1,20260902,0.433606,1.0,0.0
272,I383,0,20260902,0.327822,1.0,0.0
272,I376,0,20260902,0.295143,0.0,0.0
272,I182,0,20260902,0.839068,1.0,0.0
272,I231,0,20260902,0.522048,0.0,0.0
273,I475,0,20260902,0.413029,1.0,0.0
273,I625,0,20260902,0.300807,0.0,0.0
273,I528,0,20260902,0.221914,1.0,0.0
273,I256,0,20260902,0.136234,1.0,0.0
273,I117,0,20260902,0.640791,1.0,0.0
273,I662,1,20260902,0.586275,1.0,0.0
274,I291,0,20260902,0.272481,1.0,0.0
274,I060,1,20260902,0.493018,1.0,1.0
274,I034,0,20260902,0.574311,1.0,0.0
274,I243,0,20260902,0.35162,0.0,0.0
274,I340,0,20260902,0.14712,1.0,0.0
274,I253,0,20260902,0.253092,0.0,0.0
275,I135,0,20260902,0.567638,1.0,0.0
275,I458,0,20260902,0.502779,1.0,0.0
275,I188,0,20260902,0.570655,1.0,0.0
275,I464,4,20260902,0.49523,1.0,0.0
275,I211,0,20260902,0.386792,0.0,0.0
275,I116,0,20260902,0.438957,1.0,0.0
275,I306,0,20260902,0.400084,0.0,0.0
276,I242,1,20260902,0.57236,1.0,0.0
276,I635,0,20260902,0.273394,1.0,0.0
276,I062,0,20260902,0.16342,1.0,0.0
276,I321,0,20260902,0.698337,1.0,0.0
276,I094,0,20260902,0.558038,0.0,0.0
276,I389,0,20260902,0.583876,1.0,0.0
276,I290,1,20260902,0.62937,1.0,0.0
276,I511,0,20260902,0.436368,1.0,0.0
277,I004,0,20260902,0.179493,1.0,0.0
277,I524,0,20260902,0.096588,1.0,0.0
277,I185,0,20260902,0.491748,0.0,0.0
277,I240,0,20260902,0.114989,1.0,0.0
277,I146,0,20260902,0.490211,1.0,0.0
277,I233,0,20260902,0.439765,0.0,0.0
277,I665,4,20260902,0.425254,0.0,0.0
