query_id,item_id,engage_score,dt,topic_match,city_match,json_missing
195,I156,0,20260828,0.230716,0.0,0.0
195,I163,0,20260828,0.33767,1.0,0.0
195,I612,3,20260828,0.235529,1.0,0.0
195,I338,0,20260828,0.248191,0.0,0.0
195,I481,0,20260828,0.595424,0.0,0.0
195,I522,0,20260828,0.11796,1.0,0.0
195,I048,0,20260828,0.231887,0.0,0.0
196,I043,0,20260828,0.59582,1.0,0.0
196,I336,0,20260828,0.327055,0.0,0.0
196,I546,1,20260828,0.756818,1.0,0.0
196,I501,0,20260828,0.348329,0.0,0.0
196,I110,0,20260828,0.497859,0.0,0.0
196,I133,0,20260828,0.289512,1.0,0.0
196,I422,0,20260828,0.545885,0.0,0.0
197,I153,0,20260828,0.728344,0.0,0.0
197,I192,0,20260828,0.53639,1.0,0.0
197,I196,4,20260828,0.524677,1.0,0.0
197,I247,0,20260828,0.153469,0.0,0.0
197,I524,0,20260828,0.676007,0.0,0.0
197,I435,0,20260828,0.20812,1.0,0.0
197,I434,0,20260828,0.308935,0.0,0.0
197,I605,0,20260828,0.502272,1.0,0.0
198,I427,0,20260828,0.286592,0.0,0.0
198,I031,4,20260828,0.62892,1.0,0.0
198,I480,0,20260828,0.156189,1.0,0.0
198,I096,0,20260828,0.458618,1.0,0.0
198,I540,0,20260828,0.884227,0.0,0.0
198,I688,0,20260828,0.617399,1.0,0.0
199,I665,1,20260828,0.746902,0.0,0.0
199,I474,0,20260828,0.179676,0.0,0.0
199,I208,0,20260828,0.676027,0.0,0.0
199,I627,0,20260828,0.763591,1.0,0.0
199,I236,0,20260828,0.656113,0.0,0.0
199,I099,0,20260828,0.159539,0.0,0.0
199,I625,0,20260828,0.503794,0.0,0.0
199,I637,0,20260828,0.121372,0.0,0.0
200,I044,0,20260828,0.873792,0.0,1.0
200,I136,0,20260828,0.798731,1.0,0.0
200,I549,1,20260828,0.349942,1.0,0.0
200,I122,0,20260828,0.189346,1.0,0.0
200,I644,0,20260828,0.578553,1.0,0.0
200,I559,0,20260828,0.395228,1.0,0.0
201,I447,0,20260828,0.49943,0.0,0.0
201,I196,0,20260828,0.228491,0.0,0.0
201,I246,0,20260828,0.493238,0.0,1.0
201,I532,0,20260828,0.785906,0.0,0.0
201,I499,10,20260828,0.577325,1.0,0.0
201,I225,0,20260828,0.281656,0.0,0.0
202,I100,0,20260828,0.275304,1.0,0.0
202,I409,0,20260828,0.34217,1.0,0.0
202,I016,0,20260828,0.520623,0.0,1.0
202,I462,4,20260828,0.927005,1.0,0.0
202,I512,0,20260828,0.202061,1.0,0.0
202,I547,0,20260828,0.525352,0.0,0.0
202,I624,0,20260828,0.629642,0.0,1.0
203,I104,0,20260828,0.400541,1.0,0.0
203,I472,0,20260828,0.111993,1.0,0.0
203,I514,0,20260828,0.320271,0.0,0.0
203,I398,0,20260828,0.773068,1.0,0.0
203,I373,0,20260828,0.122637,0.0,0.0
203,I588,0,20260828,0.375982,0.0,0.0
203,I549,1,20260828,0.56789,1.0,0.0
204,I293,0,20260828,0.282096,1.0,1.0
204,I595,0,20260828,0.878764,0.0,0.0
204,I312,10,20260828,0.599395,1.0,0.0
204,I529,0,20260828,0.644142,1.0,0.0
204,I320,0,20260828,0.433067,0.0,0.0
204,I580,0,20260828,0.532923,1.0,0.0
204,I477,0,20260828,0.407428,1.0,0.0
205,I562,0,20260828,0.813051,0.0,0.0
205,I202,0,20260828,0.320441,0.0,1.0
205,I439,0,20260828,0.839039,1.0,0.0
205,I164,0,20260828,0.334219,0.0,0.0
205,I576,1,20260828,0.591271,0.0,0.0
205,I267,0,20260828,0.262176,1.0,0.0
205,I028,0,20260828,0.540647,1.0,0.0
205,I095,0,20260828,0.337407,1.0,0.0
206,I301,10,20260828,0.774171,1.0,0.0
206,I098,0,20260828,0.787955,0.0,0.0
206,I027,0,20260828,0.287809,1.0,0.0
206,I460,0,20260828,0.702395,1.0,0.0
206,I503,0,20260828,0.577551,1.0,0.0
206,I179,0,20260828,0.090487,1.0,0.0
207,I329,0,20260828,0.441669,1.0,0.0
207,I087,0,20260828,0.611159,1.0,0.0
207,I489,0,20260828,0.311879,1.0,0.0
207,I125,4,20260828,0.733804,1.0,0.0
207,I405,0,20260828,0.366926,0.0,0.0
207,I048,0,20260828,0.19017,0.0,0.0
207,I303,0,20260828,0.400135,0.0,0.0
208,I106,0,20260828,0.427445,1.0,0.0
208,I190,0,20260828,0.248326,0.0,0.0
208,I320,0,20260828,0.274565,0.0,0.0
208,I026,0,20260828,0.771285,0.0,0.0
208,I091,0,20260828,0.557189,0.0,0.0
208,I587,3,20260828,0.047689,1.0,1.0
208,I559,0,20260828,0.456162,0.0,0.0
209,I519,0,20260828,0.116528,1.0,0.0
209,I401,0,20260828,0.231593,0.0,0.0
209,I487,0,20260828,0.706852,0.0,0.0
209,I579,3,20260828,0.263023,0.0,1.0
209,I245,0,20260828,0.469609,1.0,0.0
209,I041,0,20260828,0.673397,0.0,0.0
210,I438,1,20260828,0.566277,1.0,0.0
210,I167,0,20260828,0.418439,0.0,0.0
210,I336,0,20260828,0.647941,1.0,0.0
210,I244,0,20260828,0.356925,1.0,0.0
210,I592,0,20260828,0.355077,0.0,0.0
210,I179,0,20260828,0.194133,1.0,0.0
