query_id,item_id,engage_score,dt,topic_match,city_match,json_missing
114,I163,0,20260822,0.51396,0.0,0.0
114,I660,0,20260822,0.227363,0.0,1.0
114,I072,3,20260822,0.528937,1.0,0.0
114,I491,0,20260822,0.852391,1.0,0.0
114,I533,0,20260822,0.490783,1.0,0.0
114,I023,0,20260822,0.381545,0.0,0.0
115,I298,0,20260822,0.386274,0.0,0.0
115,I373,3,20260822,0.560296,1.0,0.0
115,I624,0,20260822,0.331198,1.0,0.0
115,I658,0,20260822,0.578526,1.0,0.0
115,I190,0,20260822,0.531458,0.0,0.0
115,I492,0,20260822,0.159703,1.0,0.0
115,I260,0,20260822,0.082183,1.0,1.0
115,I443,0,20260822,0.39677,0.0,0.0
116,I170,10,20260822,0.621598,1.0,0.0
116,I546,0,20260822,0.442365,0.0,0.0
116,I407,0,20260822,0.657683,1.0,0.0
116,I368,0,20260822,0.525845,0.0,0.0
116,I554,0,20260822,0.399946,0.0,0.0
116,I157,0,20260822,0.340689,1.0,0.0
117,I125,0,20260822,0.751389,0.0,0.0
117,I569,0,20260822,0.425848,0.0,0.0
117,I620,0,20260822,0.85694,1.0,0.0
117,I414,0,20260822,0.503237,0.0,0.0
117,I413,4,20260822,0.792016,1.0,0.0
117,I111,0,20260822,0.293778,1.0,0.0
117,I666,0,20260822,0.348386,0.0,0.0
117,I208,0,20260822,0.647638,0.0,1.0
118,I613,0,20260822,0.57782,1.0,0.0
118,I359,0,20260822,0.264518,0.0,0.0
118,I092,0,20260822,0.375028,0.0,0.0
118,I594,4,20260822,0.882925,1.0,0.0
118,I462,0,20260822,0.340366,0.0,0.0
118,I199,0,20260822,0.632312,0.0,0.0
118,I476,0,20260822,0.504086,0.0,0.0
118,I320,0,20260822,0.528027,1.0,0.0
119,I579,3,20260822,0.625401,0.0,0.0
119,I210,0,20260822,0.418128,0.0,0.0
119,I531,0,20260822,0.517574,0.0,0.0
119,I213,0,20260822,0.343279,1.0,0.0
119,I332,0,20260822,0.445714,1.0,0.0
119,I134,0,20260822,0.871708,0.0,0.0
119,I185,0,20260822,0.711746,0.0,0.0
119,I118,0,20260822,0.833028,0.0,0.0
120,I020,0,20260822,0.347345,1.0,0.0
120,I025,0,20260822,0.315606,1.0,1.0
120,I171,10,20260822,0.168032,1.0,0.0
120,I304,0,20260822,0.094547,1.0,0.0
120,I168,0,20260822,0.081604,0.0,0.0
120,I401,0,20260822,0.544474,0.0,0.0
120,I247,0,20260822,0.127712,1.0,0.0
121,I062,0,20260822,0.08607,0.0,0.0
121,I054,0,20260822,0.376114,0.0,0.0
121,I196,1,20260822,0.548324,1.0,0.0
121,I103,0,20260822,0.086034,0.0,0.0
121,I055,0,20260822,0.167396,1.0,1.0
121,I455,10,20260822,0.347055,1.0,0.0
122,I516,0,20260822,0.474213,1.0,0.0
122,I227,0,20260822,0.584173,0.0,0.0
122,I656,0,20260822,0.343702,1.0,0.0
122,I175,0,20260822,0.627599,0.0,0.0
122,I271,0,20260822,0.541446,0.0,0.0
122,I219,1,20260822,0.406825,0.0,0.0
122,I488,0,20260822,0.426719,0.0,0.0
122,I399,0,20260822,0.483012,0.0,0.0
123,I549,4,20260822,0.950802,1.0,0.0
123,I100,0,20260822,0.346678,0.0,0.0
123,I558,0,20260822,0.147017,0.0,1.0
123,I278,0,20260822,0.895588,0.0,0.0
123,I026,0,20260822,0.713569,0.0,0.0
123,I405,0,20260822,0.488803,1.0,0.0
123,I628,0,20260822,0.409434,0.0,0.0
124,I000,0,20260822,0.107891,1.0,0.0
124,I375,0,20260822,0.396523,0.0,0.0
124,I356,0,20260822,0.652002,1.0,0.0
124,I552,0,20260822,0.238795,0.0,0.0
124,I116,1,20260822,0.757302,1.0,0.0
124,I311,0,20260822,0.216652,0.0,0.0
125,I383,0,20260822,0.299863,1.0,0.0
125,I507,0,20260822,0.713723,0.0,0.0
125,I288,1,20260822,0.706407,1.0,0.0
125,I444,0,20260822,0.255064,0.0,0.0
125,I014,0,20260822,0.590196,1.0,1.0
125,I187,0,20260822,0.157619,1.0,1.0
126,I380,0,20260822,0.675519,1.0,1.0
126,I220,0,20260822,0.242293,0.0,0.0
126,I695,0,20260822,0.237142,1.0,0.0
126,I524,0,20260822,0.311617,0.0,0.0
126,I206,0,20260822,0.37168,0.0,0.0
126,I506,1,20260822,0.527518,1.0,0.0
126,I240,0,20260822,0.392051,0.0,1.0
127,I049,0,20260822,0.335531,0.0,1.0
127,I013,0,20260822,0.591802,1.0,0.0
127,I567,0,20260822,0.271683,1.0,0.0
127,I273,4,20260822,0.605453,0.0,0.0
127,I545,0,20260822,0.291314,1.0,0.0
127,I485,0,20260822,0.047922,1.0,0.0
127,I367,0,20260822,0.311629,0.0,0.0
127,I441,0,20260822,0.160824,1.0,0.0
