query_id,item_id,engage_score,dt,topic_match,city_match,json_missing
41,I378,0,20260817,0.548484,1.0,0.0
41,I610,0,20260817,0.610471,0.0,0.0
41,I395,0,20260817,0.497603,1.0,0.0
41,I183,3,20260817,0.913186,1.0,0.0
41,I009,0,20260817,0.657515,1.0,0.0
41,I494,0,20260817,0.105747,0.0,0.0
42,I211,1,20260817,0.429099,1.0,0.0
42,I078,0,20260817,0.668533,1.0,0.0
42,I079,0,20260817,0.141413,1.0,0.0
42,I343,0,20260817,0.490928,0.0,0.0
42,I336,0,20260817,0.379631,0.0,0.0
42,I298,0,20260817,0.351213,1.0,0.0
42,I478,0,20260817,0.315333,0.0,0.0
42,I426,0,20260817,0.177225,1.0,0.0
43,I399,0,20260817,0.206002,1.0,0.0
43,I650,3,20260817,0.83199,0.0,0.0
43,I222,0,20260817,0.759844,0.0,0.0
43,I656,0,20260817,0.247041,0.0,0.0
43,I364,0,20260817,0.783224,0.0,0.0
43,I014,0,20260817,0.14772,1.0,0.0
43,I660,0,20260817,0.141076,0.0,0.0
44,I503,0,20260817,0.449617,0.0,0.0
44,I320,0,20260817,0.115625,1.0,1.0
44,I287,0,20260817,0.347688,0.0,0.0
44,I422,3,20260817,0.684586,0.0,0.0
44,I239,0,20260817,0.691777,0.0,0.0
44,I108,0,20260817,0.676245,0.0,1.0
44,I266,0,20260817,0.281706,0.0,0.0
45,I648,0,20260817,0.055949,1.0,0.0
45,I408,0,20260817,0.503347,0.0,0.0
45,I473,0,20260817,0.455719,1.0,0.0
45,I355,0,20260817,0.618108,0.0,0.0
45,I553,1,20260817,0.545759,1.0,0.0
45,I489,0,20260817,0.690773,1.0,0.0
45,I531,0,20260817,0.663353,1.0,0.0
45,I160,0,20260817,0.463598,0.0,0.0
46,I064,0,20260817,0.098056,1.0,0.0
46,I512,0,20260817,0.464472,0.0,0.0
46,I365,0,20260817,0.063291,0.0,0.0
46,I296,0,20260817,0.165612,0.0,0.0
46,I362,0,20260817,0.734925,1.0,0.0
46,I162,3,20260817,0.437209,1.0,0.0
47,I077,0,20260817,0.298356,0.0,0.0
47,I546,4,20260817,0.503907,1.0,1.0
47,I140,0,20260817,0.670529,0.0,0.0
47,I455,0,20260817,0.167145,1.0,1.0
47,I684,0,20260817,0.790957,1.0,0.0
47,I678,0,20260817,0.788591,0.0,0.0
47,I117,0,20260817,0.501586,0.0,0.0
48,I234,0,20260817,0.49641,0.0,1.0
48,I644,0,20260817,0.416732,0.0,0.0
48,I386,0,20260817,0.150703,0.0,0.0
48,I453,0,20260817,0.460827,1.0,1.0
48,I000,4,20260817,0.455661,1.0,0.0
48,I314,0,20260817,0.530443,1.0,1.0
48,I535,0,20260817,0.368008,0.0,0.0
49,I042,0,20260817,0.334905,1.0,0.0
49,I482,0,20260817,0.635346,0.0,0.0
49,I560,0,20260817,0.306027,0.0,1.0
49,I600,4,20260817,0.785292,1.0,0.0
49,I302,0,20260817,0.534259,0.0,0.0
49,I250,0,20260817,0.222926,0.0,0.0
49,I358,0,20260817,0.541204,0.0,0.0
49,I251,0,20260817,0.060659,0.0,0.0
50,I550,0,20260817,0.489958,1.0,0.0
50,I577,0,20260817,0.149647,0.0,0.0
50,I256,0,20260817,0.690324,1.0,0.0
50,I654,4,20260817,0.602757,1.0,0.0
50,I159,0,20260817,0.4642,0.0,0.0
50,I203,0,20260817,0.329607,0.0,0.0
50,I472,0,20260817,0.311522,1.0,0.0
51,I081,4,20260817,0.62775,1.0,1.0
51,I460,0,20260817,0.207235,1.0,0.0
51,I395,0,20260817,0.18764,1.0,0.0
51,I522,0,20260817,0.394701,1.0,0.0
51,I012,0,20260817,0.536676,0.0,0.0
51,I348,0,20260817,0.342557,0.0,0.0
52,I025,0,20260817,0.092869,0.0,0.0
52,I031,0,20260817,0.40531,0.0,0.0
52,I296,0,20260817,0.894837,0.0,0.0
52,I579,0,20260817,0.200805,0.0,0.0
52,I617,0,20260817,0.264445,0.0,0.0
52,I453,0,20260817,0.56928,1.0,0.0
52,I240,0,20260817,0.373887,0.0,0.0
52,I132,1,20260817,0.658588,1.0,0.0
53,I302,0,20260817,0.315278,0.0,1.0
53,I067,0,20260817,0.545966,0.0,0.0
53,I633,0,20260817,0.170939,1.0,0.0
53,I014,4,20260817,0.714518,1.0,0.0
53,I061,0,20260817,0.215017,1.0,0.0
53,I329,0,20260817,0.648146,0.0,0.0
53,I204,0,20260817,0.405875,0.0,0.0
53,I354,0,20260817,0.235086,0.0,0.0
