query_id,item_id,engage_score,dt,topic_match,city_match,json_missing
98,I350,0,20260821,0.324417,0.0,0.0
98,I219,0,20260821,0.0,0.0,1.0
98,I100,10,20260821,0.705056,1.0,0.0
98,I301,0,20260821,0.367666,1.0,0.0
98,I345,0,20260821,0.906815,0.0,0.0
98,I583,0,20260821,0.573233,0.0,0.0
98,I136,0,20260821,0.18986,0.0,0.0
98,I666,0,20260821,0.370546,1.0,0.0
99,I519,0,20260821,0.0,0.0,1.0
99,I362,0,20260821,0.538722,1.0,0.0
99,I497,0,20260821,0.640423,1.0,0.0
99,I242,3,20260821,0.581471,1.0,0.0
99,I323,0,20260821,0.282823,0.0,0.0
99,I390,0,20260821,0.630547,1.0,0.0
99,I363,0,20260821,0.4688,1.0,0.0
99,I118,0,20260821,0.586648,0.0,0.0
100,I605,0,20260821,0.729272,1.0,0.0
100,I416,0,20260821,0.0,0.0,1.0
100,I128,0,20260821,0.0,0.0,1.0
100,I292,0,20260821,0.615335,1.0,0.0
100,I304,0,20260821,0.276006,1.0,0.0
100,I335,0,20260821,0.666835,0.0,0.0
100,I497,0,20260821,0.377427,1.0,0.0
100,I173,10,20260821,0.571167,1.0,0.0
101,I323,1,20260821,0.40075,1.0,0.0
101,I347,0,20260821,0.369233,0.0,0.0
101,I108,0,20260821,0.555845,0.0,0.0
101,I169,0,20260821,0.56538,0.0,0.0
101,I289,0,20260821,0.873388,1.0,0.0
101,I286,0,20260821,0.475777,1.0,0.0
101,I436,0,20260821,0.23477,0.0,0.0
101,I334,0,20260821,0.528874,0.0,0.0
102,I278,0,20260821,0.0,0.0,1.0
102,I366,0,20260821,0.306365,1.0,0.0
102,I081,1,20260821,0.700309,1.0,0.0
102,I401,0,20260821,0.66142,0.0,0.0
102,I036,0,20260821,0.493971,1.0,0.0
102,I090,0,20260821,0.662891,1.0,0.0
102,I312,0,20260821,0.246806,1.0,0.0
102,I334,0,20260821,0.0,0.0,1.0
103,I269,0,20260821,0.324675,0.0,0.0
103,I378,0,20260821,0.497997,1.0,0.0
