item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260901,0.662981,0.319754,10.0,0.440581,0.862315,73.48965,0.306047,10.0,7.0,3.0,2.0,0.477163,0.062423
I001,20260901,0.253674,0.75441,54.0,0.401752,0.876428,138.68586,0.248855,11.0,2.0,3.0,5.0,0.389529,0.069684
I002,20260901,0.394126,0.80734,9.0,0.795822,0.874308,70.367492,0.273299,2.0,2.0,2.0,7.0,0.419478,0.075756
I003,20260901,0.338722,0.421104,38.0,0.491435,0.794926,35.168516,0.048484,9.0,7.0,4.0,7.0,0.392978,0.080797
I004,20260901,0.270676,0.199015,35.0,0.664792,0.886194,29.584805,0.127404,4.0,4.0,1.0,1.0,0.399412,0.070925
I005,20260901,0.659835,0.310058,48.0,0.731839,0.502204,61.516858,0.246562,1.0,1.0,2.0,1.0,0.463609,0.069001
I006,20260901,0.582255,0.687563,42.0,0.398721,0.886762,74.689061,0.265524,4.0,4.0,1.0,5.0,0.432552,0.080734
I007,20260901,0.899462,0.355443,47.0,0.625812,0.886019,127.735117,0.028159,8.0,5.0,4.0,1.0,0.513969,0.06446
I008,20260901,0.767465,0.799729,77.0,0.500578,0.592246,16.967524,0.171431,7.0,5.0,4.0,7.0,0.471456,0.064965
I009,20260901,0.613977,0.677062,41.0,0.606541,0.917554,132.120402,0.008272,4.0,2.0,1.0,2.0,0.446389,0.073425
I010,20260901,0.086257,0.670577,62.0,0.525018,0.81532,50.949775,0.468279,6.0,1.0,3.0,6.0,0.377382,0.068469
I011,20260901,0.329042,0.15151,68.0,0.690957,0.763948,47.685552,0.01508,8.0,3.0,1.0,1.0,0.422087,0.07794
I012,20260901,0.704496,0.129297,78.0,0.379549,0.551899,131.303349,0.077061,1.0,1.0,3.0,8.0,0.452189,0.065601
I013,20260901,0.42967,0.375474,53.0,0.415939,0.824577,21.822147,0.45867,4.0,4.0,4.0,8.0,0.433657,0.061701
I014,20260901,0.251668,0.114889,48.0,0.821037,0.751176,21.886058,0.111602,8.0,7.0,2.0,2.0,0.383837,0.073979
I015,20260901,0.126333,0.425567,55.0,0.268374,0.763353,36.921166,0.181635,11.0,6.0,3.0,2.0,0.369419,0.066505
I016,20260901,0.235994,0.594659,46.0,0.766957,0.774954,115.348643,0.269247,3.0,2.0,5.0,8.0,0.410942,0.07628
I017,20260901,0.070304,0.359689,40.0,0.875255,0.836781,77.6597,0.059639,8.0,1.0,3.0,3.0,0.365353,0.068806
I018,20260901,0.66763,0.141042,34.0,0.392991,0.905861,139.849266,0.268415,11.0,6.0,4.0,2.0,0.448374,0.071156
I019,20260901,0.266942,0.678321,15.0,0.671989,0.788271,47.192046,0.258343,5.0,4.0,1.0,4.0,0.414835,0.077895
I020,20260901,0.53184,0.788183,16.0,0.720601,0.61067,39.715531,0.083981,10.0,4.0,2.0,3.0,0.428239,0.06563
I021,20260901,0.264154,0.305653,11.0,0.325157,0.655772,138.265787,0.168395,4.0,3.0,4.0,5.0,0.415032,0.066711
I022,20260901,0.718168,0.648935,28.0,0.851433,0.348614,74.868556,0.040749,10.0,7.0,4.0,4.0,0.463373,0.08035
I023,20260901,0.715345,0.893686,22.0,0.514042,0.850434,40.042434,0.314318,7.0,5.0,1.0,7.0,0.459814,0.072171
I024,20260901,0.528021,0.301028,16.0,0.265195,0.900827,89.118531,0.224315,5.0,5.0,2.0,8.0,0.42605,0.064586
I025,20260901,0.360767,0.192872,63.0,0.543487,0.732682,51.079651,0.702799,4.0,4.0,5.0,1.0,0.401867,0.063103
I026,20260901,0.10351,0.895308,55.0,0.842657,0.846832,164.637234,0.18083,9.0,7.0,3.0,8.0,0.368257,0.07986
