item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260819,0.518805,0.296023,26.0,0.219526,0.479709,39.58148,0.101081,3.0,3.0,3.0,7.0,0.075197,0.021183
I001,20260819,0.364758,0.877557,9.0,0.744978,0.379738,53.801587,0.038194,1.0,1.0,4.0,2.0,0.079411,0.014634
I002,20260819,0.784741,0.266237,62.0,0.609573,0.66449,77.816217,0.034542,7.0,7.0,5.0,3.0,0.179766,0.029248
I003,20260819,0.33831,0.351883,73.0,0.373648,0.365479,10.635738,0.075283,11.0,3.0,3.0,4.0,0.065157,0.035917
I004,20260819,0.602886,0.329856,72.0,0.416683,0.550744,81.317812,0.063325,2.0,1.0,1.0,8.0,0.065126,0.025566
I005,20260819,0.393238,0.194243,36.0,0.518633,0.456746,64.236465,0.080838,5.0,1.0,1.0,2.0,0.110951,0.016746
I006,20260819,0.43309,0.436245,10.0,0.188644,0.407989,6.219173,0.017067,9.0,5.0,5.0,4.0,0.089995,0.026596
I007,20260819,0.74273,0.123237,47.0,0.27266,0.636077,25.516415,0.059451,4.0,3.0,3.0,1.0,0.153856,0.025009
I008,20260819,0.314303,0.523893,12.0,0.865194,0.373237,20.199595,0.086916,10.0,2.0,4.0,2.0,0.085505,0.016537
I009,20260819,0.622707,0.662419,78.0,0.589313,0.535003,21.581664,0.029967,6.0,6.0,4.0,5.0,0.112015,0.028319
I010,20260819,0.548397,0.225948,30.0,0.766936,0.537156,9.706084,0.147165,7.0,7.0,5.0,5.0,0.093092,0.02831
I011,20260819,0.85521,0.486988,67.0,0.144414,0.700547,23.877433,0.008338,7.0,7.0,4.0,7.0,0.141334,0.014618
I012,20260819,0.166489,0.405365,12.0,0.66455,0.343844,9.407352,0.041124,9.0,3.0,5.0,2.0,0.101919,0.0
I013,20260819,0.31704,0.20005,65.0,0.483489,0.397508,12.603264,0.029748,7.0,6.0,5.0,8.0,0.066132,0.014415
I014,20260819,0.304275,0.822882,40.0,0.116409,0.38651,8.779614,0.087268,10.0,6.0,4.0,1.0,0.069491,0.014551
I015,20260819,0.284666,0.78595,12.0,0.234698,0.394397,25.697566,0.288357,11.0,4.0,4.0,3.0,0.02945,0.0
I016,20260819,0.475309,0.856017,61.0,0.091735,0.447745,11.609205,0.076414,8.0,4.0,4.0,4.0,0.087619,0.011923
I017,20260819,0.629338,0.620869,71.0,0.946263,0.54838,8.220691,0.023272,2.0,1.0,5.0,3.0,0.124669,0.026589
I018,20260819,0.356583,0.920557,54.0,0.922878,0.419449,43.657917,0.030278,4.0,4.0,3.0,1.0,0.090156,0.018265
I019,20260819,0.375823,0.509472,20.0,0.141346,0.362489,7.422472,0.026607,6.0,6.0,5.0,2.0,0.065126,0.014
I020,20260819,0.115026,0.130968,54.0,0.204263,0.322424,17.123014,0.01108,7.0,3.0,1.0,1.0,0.06194,0.017133
I021,20260819,0.209519,0.268409,20.0,0.72538,0.359628,28.195996,0.1366,5.0,1.0,3.0,6.0,0.093855,0.018417
I022,20260819,0.077354,0.932532,22.0,0.489481,0.274406,11.02717,0.056931,3.0,3.0,5.0,2.0,0.011581,0.009633
I023,20260819,0.494825,0.156646,26.0,0.821569,0.511338,77.076775,0.035555,7.0,1.0,4.0,3.0,0.05553,0.013571
I024,20260819,0.033995,0.856117,54.0,0.708421,0.251141,37.612643,0.142614,2.0,2.0,2.0,5.0,0.068731,0.005293
I025,20260819,0.557863,0.926082,47.0,0.612497,0.586476,39.409252,0.141069,9.0,6.0,2.0,1.0,0.034823,0.007478
I026,20260819,0.390665,0.25732,26.0,0.319632,0.448637,41.128743,0.085376,10.0,3.0,2.0,1.0,0.114534,0.014694
I027,20260819,0.50463,0.483973,68.0,0.476054,0.507635,11.392649,0.052887,5.0,5.0,2.0,8.0,0.087537,0.025473
I028,20260819,0.176728,0.595822,29.0,0.354737,0.356578,13.864336,0.041023,6.0,6.0,2.0,3.0,0.082915,0.000995
I029,20260819,0.648571,0.056461,13.0,0.811188,0.541601,2.699491,0.134499,5.0,5.0,2.0,2.0,0.085436,0.023319
I030,20260819,0.628014,0.729915,57.0,0.919195,0.58191,22.21679,0.115529,10.0,3.0,3.0,4.0,0.183301,0.036247
I031,20260819,0.338196,0.659841,13.0,0.47773,0.412659,12.777188,0.030528,10.0,1.0,3.0,6.0,0.090816,0.024698
I032,20260819,0.216317,0.392552,57.0,0.467023,0.308317,28.837729,0.201709,2.0,2.0,4.0,3.0,0.091085,0.021018
I033,20260819,0.485419,0.117667,40.0,0.655429,0.459984,7.156278,0.171124,7.0,3.0,2.0,5.0,0.1311,0.039083
I034,20260819,0.711543,0.514294,59.0,0.52589,0.51925,1.0,0.15652,9.0,2.0,5.0,8.0,0.119789,0.034518
I035,20260819,0.535322,0.529082,21.0,0.752417,0.474019,2.32814,0.033804,6.0,6.0,5.0,8.0,0.045072,0.020315
I036,20260819,0.489943,0.780482,67.0,0.661892,0.434641,8.921727,0.183765,3.0,1.0,1.0,2.0,0.164134,0.0
I037,20260819,0.168117,0.817043,18.0,0.33213,0.281691,38.372787,0.074347,10.0,2.0,4.0,5.0,0.074551,0.008228
I038,20260819,0.483014,0.549043,26.0,0.718223,0.525654,39.451313,0.269985,9.0,4.0,4.0,8.0,0.14342,0.027619
I039,20260819,0.923031,0.860225,14.0,0.766069,0.659642,24.899329,0.038421,8.0,2.0,2.0,3.0,0.144777,0.012546
I040,20260819,0.418961,0.080555,39.0,0.331797,0.444282,18.644915,0.313093,4.0,3.0,5.0,8.0,0.167905,0.022868
I041,20260819,0.467392,0.722879,25.0,0.646859,0.434468,6.681097,0.18241,9.0,5.0,1.0,7.0,0.216944,0.041097
I042,20260819,0.100273,0.731478,14.0,0.403622,0.232349,39.045816,0.011897,3.0,1.0,1.0,8.0,0.111657,0.017053
