item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260816,0.518805,0.369544,26.0,0.331662,0.443121,23.444193,0.099228,3.0,3.0,3.0,4.0,0.091371,0.000862
I001,20260816,0.59944,0.379734,70.0,0.468304,0.556211,34.342496,0.011251,5.0,1.0,1.0,1.0,0.109241,0.023173
I002,20260816,0.013142,0.422248,36.0,0.744978,0.233382,33.31736,0.010051,6.0,5.0,2.0,6.0,0.070969,0.024752
I003,20260816,0.784741,0.343517,56.0,0.436152,0.570581,14.660935,0.001097,9.0,7.0,1.0,2.0,0.125243,0.010499
I004,20260816,0.352802,0.21488,12.0,0.399108,0.376085,9.158709,0.030032,6.0,1.0,4.0,5.0,0.085951,0.028656
I005,20260816,0.498206,0.412728,13.0,0.705823,0.460983,79.575813,0.165046,1.0,1.0,1.0,8.0,0.126967,0.013418
I006,20260816,0.586582,0.251865,46.0,0.898564,0.527289,20.567459,0.02563,7.0,1.0,4.0,7.0,0.11276,0.015201
I007,20260816,0.564839,0.508138,17.0,0.8889,0.482421,11.84772,0.061653,7.0,7.0,2.0,1.0,0.079257,0.007417
I008,20260816,0.718185,0.441367,16.0,0.836705,0.498123,86.487422,0.021596,1.0,1.0,1.0,8.0,0.112203,0.015852
I009,20260816,0.621465,0.539527,34.0,0.845399,0.542929,12.522418,0.025619,4.0,1.0,2.0,6.0,0.139774,1.4e-05
I010,20260816,0.533399,0.332984,49.0,0.532429,0.475932,25.06038,0.191826,4.0,2.0,5.0,1.0,0.107959,0.012076
I011,20260816,0.654626,0.413024,37.0,0.618904,0.550655,17.703851,0.07547,1.0,1.0,4.0,7.0,0.151078,0.000156
I012,20260816,0.390389,0.323338,57.0,0.672071,0.422552,18.080814,0.053864,5.0,5.0,4.0,2.0,0.086664,0.013595
I013,20260816,0.305845,0.417413,69.0,0.666491,0.296407,55.58355,0.041535,8.0,6.0,2.0,8.0,0.077586,0.01197
I014,20260816,0.504735,0.269532,62.0,0.37315,0.458608,17.191331,0.034189,11.0,4.0,5.0,2.0,0.102988,0.003462
I015,20260816,0.306254,0.289712,50.0,0.766936,0.379219,63.743935,0.021831,2.0,2.0,5.0,8.0,0.07614,0.000993
I016,20260816,0.85521,0.403767,48.0,0.438145,0.631059,60.515832,0.003203,7.0,4.0,1.0,7.0,0.150764,0.016559
