item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260827,0.518805,0.601116,26.0,0.331662,0.570415,57.375984,0.27028,3.0,3.0,3.0,4.0,0.192332,0.044562
I001,20260827,0.59944,0.638058,70.0,0.468304,0.580323,25.787875,0.008361,5.0,1.0,1.0,1.0,0.20756,0.048073
I002,20260827,0.013142,0.709282,36.0,0.744978,0.35252,87.595977,0.027249,6.0,5.0,2.0,6.0,0.15124,0.031055
I003,20260827,0.784741,0.665578,56.0,0.436152,0.704754,45.238352,0.325016,9.0,7.0,1.0,2.0,0.250254,0.035579
I004,20260827,0.352802,0.524704,12.0,0.399108,0.548895,16.585497,0.17241,6.0,1.0,4.0,5.0,0.158716,0.023579
I005,20260827,0.498206,0.562685,13.0,0.705823,0.509864,23.641986,0.090291,1.0,1.0,1.0,8.0,0.184564,0.04265
I006,20260827,0.586582,0.545273,46.0,0.898564,0.566707,49.158124,0.216353,7.0,1.0,4.0,7.0,0.236686,0.04939
I007,20260827,0.564839,0.67621,17.0,0.8889,0.656488,31.280067,0.080157,7.0,7.0,2.0,1.0,0.19505,0.044664
I008,20260827,0.718185,0.605712,16.0,0.836705,0.633489,16.828014,0.104103,1.0,1.0,1.0,8.0,0.216909,0.040452
I009,20260827,0.621465,0.640651,34.0,0.845399,0.636612,26.58397,0.003046,4.0,1.0,2.0,6.0,0.208996,0.025028
I010,20260827,0.533399,0.793784,49.0,0.532429,0.519607,49.064857,0.104486,4.0,2.0,5.0,1.0,0.223726,0.038921
I011,20260827,0.654626,0.592251,37.0,0.618904,0.628383,5.038831,0.112431,1.0,1.0,4.0,7.0,0.210206,0.032523
I012,20260827,0.390389,0.776375,57.0,0.672071,0.499102,4.412802,0.070752,5.0,5.0,4.0,2.0,0.187136,0.043401
I013,20260827,0.305845,0.540314,69.0,0.666491,0.454174,8.661984,0.08551,8.0,6.0,2.0,8.0,0.182609,0.038743
I014,20260827,0.504735,0.673963,62.0,0.37315,0.550984,36.333573,0.337069,11.0,4.0,5.0,2.0,0.227127,0.042869
I015,20260827,0.306254,0.615864,50.0,0.766936,0.418311,68.607369,0.174261,2.0,2.0,5.0,8.0,0.167552,0.044481
I016,20260827,0.85521,0.783327,48.0,0.438145,0.766193,17.235002,0.048945,7.0,4.0,1.0,7.0,0.227879,0.009525
I017,20260827,0.102483,0.620001,54.0,0.480774,0.342596,54.231725,0.233067,10.0,6.0,4.0,7.0,0.178432,0.041894
I018,20260827,0.53834,0.623045,62.0,0.66455,0.578761,22.262215,0.157697,10.0,3.0,5.0,2.0,0.192988,0.036363
I019,20260827,0.31704,0.679047,75.0,0.187462,0.460368,68.114166,0.12082,7.0,7.0,4.0,7.0,0.173997,0.04865
I020,20260827,0.31387,0.724016,12.0,0.496299,0.505907,29.935667,0.013814,9.0,6.0,3.0,4.0,0.152026,0.041135
I021,20260827,0.706923,0.60735,9.0,0.63025,0.642437,40.408443,0.203001,5.0,2.0,1.0,8.0,0.275198,0.034478
I022,20260827,0.39951,0.590701,16.0,0.658348,0.519792,52.001593,0.079132,11.0,1.0,3.0,6.0,0.221639,0.028374
I023,20260827,0.210984,0.657866,44.0,0.837361,0.438884,53.831303,0.186951,11.0,4.0,1.0,6.0,0.216877,0.041485
I024,20260827,0.873065,0.746841,15.0,0.640389,0.74299,8.515502,0.036934,11.0,5.0,3.0,5.0,0.251177,0.041233
I025,20260827,0.19519,0.538761,38.0,0.606139,0.372266,43.924612,0.058141,1.0,1.0,5.0,5.0,0.137511,0.03627
I026,20260827,0.218508,0.724485,78.0,0.783881,0.436506,76.726764,0.12216,10.0,2.0,5.0,4.0,0.157559,0.05939
I027,20260827,0.193587,0.667781,67.0,0.289834,0.378394,129.84266,0.069842,8.0,1.0,5.0,6.0,0.147638,0.026412
I028,20260827,0.086067,0.558762,74.0,0.75293,0.324665,46.385366,0.126129,9.0,1.0,2.0,7.0,0.128211,0.037536
I029,20260827,0.402576,0.564785,56.0,0.71067,0.477105,24.711126,0.119305,3.0,3.0,3.0,6.0,0.14169,0.026411
I030,20260827,0.455419,0.56315,73.0,0.766105,0.54081,23.839212,0.080487,2.0,2.0,2.0,6.0,0.166837,0.045042
I031,20260827,0.622599,0.650005,41.0,0.333992,0.602733,6.879218,0.095864,8.0,3.0,4.0,5.0,0.194596,0.037638
I032,20260827,0.914907,0.683002,60.0,0.40544,0.747413,89.963484,0.096222,1.0,1.0,4.0,7.0,0.270691,0.038839
I033,20260827,0.442205,0.621192,20.0,0.585166,0.520541,22.352128,0.006074,10.0,5.0,3.0,6.0,0.185883,0.048306
I034,20260827,0.348318,0.523179,21.0,0.821569,0.485706,15.233208,0.101105,6.0,5.0,2.0,2.0,0.171859,0.04681
I035,20260827,0.033995,0.567656,29.0,0.318976,0.358548,18.629603,0.102363,8.0,4.0,3.0,6.0,0.129655,0.043934
I036,20260827,0.538601,0.62216,40.0,0.715452,0.61713,41.716349,0.126344,5.0,5.0,3.0,4.0,0.226328,0.034604
I037,20260827,0.6423,0.715643,72.0,0.968198,0.626016,33.345373,0.127421,4.0,3.0,5.0,3.0,0.211286,0.028414
I038,20260827,0.100175,0.588717,73.0,0.198741,0.345163,50.162331,0.173527,6.0,6.0,1.0,7.0,0.162796,0.034118
I039,20260827,0.538164,0.676336,54.0,0.452625,0.540816,29.020583,0.060698,1.0,1.0,1.0,1.0,0.161199,0.036353
I040,20260827,0.334114,0.663403,10.0,0.560906,0.431166,41.963169,0.257148,1.0,1.0,2.0,5.0,0.184624,0.030745
I041,20260827,0.208416,0.749069,23.0,0.610412,0.450924,46.463416,0.000547,8.0,5.0,1.0,5.0,0.176392,0.036557
I042,20260827,0.389513,0.638814,65.0,0.390991,0.574351,18.498771,0.147198,6.0,1.0,5.0,4.0,0.171996,0.039042
I043,20260827,0.250297,0.720571,65.0,0.130023,0.362535,62.676612,0.054865,10.0,5.0,3.0,4.0,0.159188,0.032751
I044,20260827,0.304436,0.596374,47.0,0.374499,0.430033,23.128392,0.0419,11.0,5.0,4.0,4.0,0.155567,0.038977
I045,20260827,0.431077,0.622635,30.0,0.345182,0.532163,11.918662,0.050466,2.0,2.0,1.0,3.0,0.198491,0.016678
I046,20260827,0.254792,0.50809,73.0,0.479478,0.427757,60.126937,0.115439,10.0,2.0,5.0,5.0,0.145465,0.01365
I047,20260827,0.283679,0.768529,76.0,0.586829,0.496717,66.616043,0.12661,2.0,2.0,3.0,5.0,0.187627,0.042094
I048,20260827,0.228445,0.618636,9.0,0.807316,0.434656,93.761965,0.325512,3.0,3.0,4.0,2.0,0.189789,0.058031
I049,20260827,0.487677,0.656375,39.0,0.392926,0.524007,37.028653,0.024969,7.0,6.0,4.0,7.0,0.247233,0.040041
I050,20260827,0.369773,0.621462,39.0,0.500886,0.472829,40.357832,0.012579,2.0,2.0,5.0,7.0,0.17819,0.054476
I051,20260827,0.28892,0.668085,45.0,0.148864,0.478889,16.819736,0.10685,8.0,7.0,1.0,6.0,0.159553,0.048826
I052,20260827,0.382404,0.557103,15.0,0.266106,0.499961,67.17338,0.024525,6.0,4.0,1.0,7.0,0.212914,0.030277
I053,20260827,0.255385,0.554544,14.0,0.180919,0.404305,41.192475,0.048672,11.0,5.0,3.0,3.0,0.165976,0.039362
I054,20260827,0.240894,0.757515,13.0,0.661059,0.402418,9.59241,0.043281,1.0,1.0,5.0,7.0,0.161845,0.034258
I055,20260827,0.125764,0.602963,44.0,0.674049,0.387538,52.343364,0.044004,10.0,5.0,5.0,4.0,0.171328,0.046795
I056,20260827,0.446466,0.594508,33.0,0.820927,0.51284,43.832126,0.27944,2.0,2.0,1.0,5.0,0.19883,0.047947
