item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260815,0.518805,0.274126,26.0,0.219526,0.452892,47.806256,0.188223,3.0,3.0,3.0,7.0,0.14966,0.042796
I001,20260815,0.364758,0.895334,9.0,0.744978,0.352891,8.676236,0.165157,1.0,1.0,4.0,2.0,0.117228,0.012528
I002,20260815,0.784741,0.074176,62.0,0.609573,0.607704,23.81536,0.072514,7.0,7.0,5.0,3.0,0.16726,0.032334
I003,20260815,0.33831,0.262304,73.0,0.373648,0.328834,32.27293,0.052866,11.0,3.0,3.0,4.0,0.090939,0.019765
I004,20260815,0.602886,0.483434,72.0,0.416683,0.495367,9.526098,0.065256,2.0,1.0,1.0,8.0,0.055312,0.006048
I005,20260815,0.393238,0.235134,36.0,0.518633,0.395439,7.827151,0.033728,5.0,1.0,1.0,2.0,0.011913,0.0
I006,20260815,0.43309,0.391729,10.0,0.188644,0.397136,1.0,0.04383,9.0,5.0,5.0,4.0,0.108243,0.023668
I007,20260815,0.74273,0.0,47.0,0.27266,0.585328,89.391482,0.046017,4.0,3.0,3.0,1.0,0.132388,0.029791
I008,20260815,0.314303,0.544702,12.0,0.865194,0.329389,43.550377,0.080902,10.0,2.0,4.0,2.0,0.147246,0.02162
I009,20260815,0.622707,0.634784,78.0,0.589313,0.507767,72.548359,0.032475,6.0,6.0,4.0,5.0,0.156325,0.024181
I010,20260815,0.548397,0.444108,30.0,0.766936,0.417311,25.718981,0.089389,7.0,7.0,5.0,5.0,0.084526,0.019395
I011,20260815,0.85521,0.481359,67.0,0.144414,0.618951,27.259124,0.024613,7.0,7.0,4.0,7.0,0.086823,0.022012
I012,20260815,0.166489,0.424941,12.0,0.66455,0.222998,24.957856,0.08482,9.0,3.0,5.0,2.0,0.03773,0.0
I013,20260815,0.31704,0.288874,65.0,0.483489,0.377137,8.313817,0.020074,7.0,6.0,5.0,8.0,0.102308,0.002323
I014,20260815,0.304275,1.0,40.0,0.116409,0.378573,14.902456,0.022822,10.0,6.0,4.0,1.0,0.099715,0.019491
I015,20260815,0.284666,0.658314,12.0,0.234698,0.402996,1.0,0.066951,11.0,4.0,4.0,3.0,0.078858,0.0
I016,20260815,0.475309,0.999692,61.0,0.091735,0.371065,6.269039,0.02793,8.0,4.0,4.0,4.0,0.063534,0.02615
I017,20260815,0.629338,0.742873,71.0,0.946263,0.499888,37.477136,0.027664,2.0,1.0,5.0,3.0,0.122103,0.039668
I018,20260815,0.356583,0.701669,54.0,0.922878,0.357055,3.99747,0.051486,4.0,4.0,3.0,1.0,0.065479,0.021255
I019,20260815,0.375823,0.630152,20.0,0.141346,0.384075,30.733711,0.0354,6.0,6.0,5.0,2.0,0.005556,0.0
I020,20260815,0.115026,0.232847,54.0,0.204263,0.188421,8.488598,0.181577,7.0,3.0,1.0,1.0,0.044992,0.015073
I021,20260815,0.209519,0.276546,20.0,0.72538,0.288043,47.9894,0.00632,5.0,1.0,3.0,6.0,0.096441,0.017965
I022,20260815,0.077354,1.0,22.0,0.489481,0.184373,25.829128,0.122576,3.0,3.0,5.0,2.0,0.050547,0.0
I023,20260815,0.494825,0.231497,26.0,0.821569,0.415445,34.877648,0.108953,7.0,1.0,4.0,3.0,0.111219,0.026167
I024,20260815,0.033995,0.757829,54.0,0.708421,0.209384,26.472565,0.026401,2.0,2.0,2.0,5.0,0.030594,0.012379
