item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260822,0.518805,0.488239,26.0,0.331662,0.576376,54.08977,0.029122,3.0,3.0,3.0,4.0,0.130169,0.040878
I001,20260822,0.59944,0.662209,70.0,0.468304,0.614473,13.097205,0.286407,5.0,1.0,1.0,1.0,0.17273,0.03129
I002,20260822,0.013142,0.540013,36.0,0.744978,0.270555,23.458468,0.216577,6.0,5.0,2.0,6.0,0.113708,0.029011
I003,20260822,0.784741,0.589482,56.0,0.436152,0.63146,32.952532,0.060418,9.0,7.0,1.0,2.0,0.180418,0.026097
I004,20260822,0.352802,0.492473,12.0,0.399108,0.404346,52.026833,0.176904,6.0,1.0,4.0,5.0,0.149164,0.020653
I005,20260822,0.498206,0.464693,13.0,0.705823,0.542212,35.528045,0.132749,1.0,1.0,1.0,8.0,0.173214,0.0359
I006,20260822,0.586582,0.599584,46.0,0.898564,0.579281,40.95818,0.060901,7.0,1.0,4.0,7.0,0.190094,0.025246
I007,20260822,0.564839,0.461338,17.0,0.8889,0.558445,11.068049,0.039334,7.0,7.0,2.0,1.0,0.198298,0.036297
I008,20260822,0.718185,0.695546,16.0,0.836705,0.599641,46.854073,0.071136,1.0,1.0,1.0,8.0,0.179099,0.013302
I009,20260822,0.621465,0.43385,34.0,0.845399,0.579573,33.712553,0.052582,4.0,1.0,2.0,6.0,0.160938,0.022006
I010,20260822,0.533399,0.383883,49.0,0.532429,0.480515,24.023517,0.100787,4.0,2.0,5.0,1.0,0.148401,0.016927
I011,20260822,0.654626,0.439435,37.0,0.618904,0.565675,31.658023,0.180333,1.0,1.0,4.0,7.0,0.199793,0.026654
I012,20260822,0.390389,0.478343,57.0,0.672071,0.47539,14.762507,0.017797,5.0,5.0,4.0,2.0,0.167499,0.011366
I013,20260822,0.305845,0.63625,69.0,0.666491,0.405509,24.58532,0.026209,8.0,6.0,2.0,8.0,0.142498,0.026606
