item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260902,0.518805,0.36414,26.0,0.219526,0.62528,23.620487,0.056003,3.0,3.0,3.0,7.0,0.114623,0.019921
I001,20260902,0.364758,1.0,9.0,0.744978,0.527579,11.0821,0.053522,1.0,1.0,4.0,2.0,0.193618,0.029009
I002,20260902,0.784741,0.134998,62.0,0.609573,0.775733,19.115249,0.040769,7.0,7.0,5.0,3.0,0.203014,0.040041
I003,20260902,0.33831,0.531783,73.0,0.373648,0.462746,3.62158,0.018227,11.0,3.0,3.0,4.0,0.0995,0.035592
I004,20260902,0.602886,0.668911,72.0,0.416683,0.704976,1.0,0.047153,2.0,1.0,1.0,8.0,0.06455,0.003267
I005,20260902,0.393238,0.18036,36.0,0.518633,0.528738,49.050164,0.034695,5.0,1.0,1.0,2.0,0.045378,0.009769
I006,20260902,0.43309,0.397357,10.0,0.188644,0.582763,35.69215,0.078512,9.0,5.0,5.0,4.0,0.081307,0.020158
I007,20260902,0.74273,0.165547,47.0,0.27266,0.65838,20.910923,0.020392,4.0,3.0,3.0,1.0,0.124896,0.040893
I008,20260902,0.314303,0.548927,12.0,0.865194,0.516598,18.591821,0.060771,10.0,2.0,4.0,2.0,0.154015,0.015704
I009,20260902,0.622707,0.524674,78.0,0.589313,0.69335,7.69782,0.050411,6.0,6.0,4.0,5.0,0.111151,0.033324
I010,20260902,0.548397,0.362731,30.0,0.766936,0.674575,39.373248,0.01781,7.0,7.0,5.0,5.0,0.114137,0.013657
I011,20260902,0.85521,0.402126,67.0,0.144414,0.762376,8.654811,0.205621,7.0,7.0,4.0,7.0,0.092161,0.043001
I012,20260902,0.166489,0.469512,12.0,0.66455,0.445825,24.992078,0.006395,9.0,3.0,5.0,2.0,0.087945,0.01456
I013,20260902,0.31704,0.318268,65.0,0.483489,0.513158,3.282517,0.001771,7.0,6.0,5.0,8.0,0.082259,0.003497
I014,20260902,0.304275,0.91844,40.0,0.116409,0.493003,69.564839,0.014684,10.0,6.0,4.0,1.0,0.135312,0.021606
I015,20260902,0.284666,0.488484,12.0,0.234698,0.493212,26.074123,0.009848,11.0,4.0,4.0,3.0,0.062937,0.000189
I016,20260902,0.475309,0.84845,61.0,0.091735,0.618347,18.772731,0.020783,8.0,4.0,4.0,4.0,0.060529,0.003504
