item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260826,0.518805,0.218141,26.0,0.219526,0.55932,2.056348,0.015441,3.0,3.0,3.0,7.0,0.144703,0.02891
I001,20260826,0.364758,1.0,9.0,0.744978,0.498265,27.089814,0.042021,1.0,1.0,4.0,2.0,0.118835,0.038755
I002,20260826,0.784741,0.121353,62.0,0.609573,0.732691,11.874081,0.009874,7.0,7.0,5.0,3.0,0.178174,0.035418
I003,20260826,0.33831,0.320099,73.0,0.373648,0.468491,1.0,0.062591,11.0,3.0,3.0,4.0,0.112736,0.036207
I004,20260826,0.602886,0.626272,72.0,0.416683,0.578069,9.754512,0.044352,2.0,1.0,1.0,8.0,0.12089,0.021101
I005,20260826,0.393238,0.025291,36.0,0.518633,0.509972,4.154272,0.136378,5.0,1.0,1.0,2.0,0.104402,0.00651
I006,20260826,0.43309,0.077441,10.0,0.188644,0.528627,48.682527,0.05606,9.0,5.0,5.0,4.0,0.062734,0.021438
I007,20260826,0.74273,0.123546,47.0,0.27266,0.695145,2.37822,0.29176,4.0,3.0,3.0,1.0,0.146198,0.039271
I008,20260826,0.314303,0.38655,12.0,0.865194,0.451304,14.468437,0.087166,10.0,2.0,4.0,2.0,0.096827,0.032539
I009,20260826,0.622707,0.934626,78.0,0.589313,0.629104,16.406098,0.065375,6.0,6.0,4.0,5.0,0.122538,0.036183
I010,20260826,0.548397,0.554498,30.0,0.766936,0.589394,18.944128,0.017374,7.0,7.0,5.0,5.0,0.124246,0.019182
I011,20260826,0.85521,0.542275,67.0,0.144414,0.744028,97.237746,0.196863,7.0,7.0,4.0,7.0,0.147124,0.028355
I012,20260826,0.166489,0.440799,12.0,0.66455,0.397674,7.357843,0.036367,9.0,3.0,5.0,2.0,0.047702,0.004289
I013,20260826,0.31704,0.316402,65.0,0.483489,0.446359,52.396446,0.162848,7.0,6.0,5.0,8.0,0.052328,0.022365
I014,20260826,0.304275,0.939088,40.0,0.116409,0.437612,45.10669,0.489306,10.0,6.0,4.0,1.0,0.064864,0.037175
I015,20260826,0.284666,0.689044,12.0,0.234698,0.469145,28.240246,0.029201,11.0,4.0,4.0,3.0,0.115862,0.018059
I016,20260826,0.475309,0.972568,61.0,0.091735,0.547128,8.411133,0.006095,8.0,4.0,4.0,4.0,0.086653,0.025558
I017,20260826,0.629338,0.75652,71.0,0.946263,0.633328,5.026637,0.043412,2.0,1.0,5.0,3.0,0.115906,0.013561
I018,20260826,0.356583,0.836796,54.0,0.922878,0.408292,4.231803,0.075643,4.0,4.0,3.0,1.0,0.035731,0.019578
I019,20260826,0.375823,0.497409,20.0,0.141346,0.470012,29.777922,0.163711,6.0,6.0,5.0,2.0,0.034935,0.013446
I020,20260826,0.115026,0.038446,54.0,0.204263,0.292026,96.062745,0.242537,7.0,3.0,1.0,1.0,0.107718,0.01115
I021,20260826,0.209519,0.362191,20.0,0.72538,0.42148,11.946211,0.013197,5.0,1.0,3.0,6.0,0.13007,0.016023
I022,20260826,0.077354,0.780584,22.0,0.489481,0.30202,46.211055,0.255645,3.0,3.0,5.0,2.0,0.037531,0.01088
I023,20260826,0.494825,0.26031,26.0,0.821569,0.573899,19.027067,0.041873,7.0,1.0,4.0,3.0,0.108559,0.016637
I024,20260826,0.033995,0.809519,54.0,0.708421,0.294197,37.999882,0.049314,2.0,2.0,2.0,5.0,0.035095,0.011237
I025,20260826,0.557863,0.737605,47.0,0.612497,0.492527,13.085433,0.104307,9.0,6.0,2.0,1.0,0.076806,0.011814
I026,20260826,0.390665,0.369896,26.0,0.319632,0.430103,14.824229,0.096648,10.0,3.0,2.0,1.0,0.129841,0.010403
I027,20260826,0.50463,0.412147,68.0,0.476054,0.538715,21.996631,0.222973,5.0,5.0,2.0,8.0,0.077789,0.023771
I028,20260826,0.176728,0.625492,29.0,0.354737,0.36286,24.121626,0.081288,6.0,6.0,2.0,3.0,0.075824,0.02961
I029,20260826,0.648571,0.206982,13.0,0.811188,0.610653,50.868015,0.011834,5.0,5.0,2.0,2.0,0.100257,0.018153
I030,20260826,0.628014,0.985793,57.0,0.919195,0.562904,14.715927,0.171099,10.0,3.0,3.0,4.0,0.200006,0.03296
I031,20260826,0.338196,0.684401,13.0,0.47773,0.503982,20.529808,0.163438,10.0,1.0,3.0,6.0,0.081133,0.017081
I032,20260826,0.216317,0.310918,57.0,0.467023,0.38511,1.0,0.082661,2.0,2.0,4.0,3.0,0.08413,0.00883
I033,20260826,0.485419,0.103833,40.0,0.655429,0.546655,30.808712,0.026995,7.0,3.0,2.0,5.0,0.106822,0.017773
I034,20260826,0.711543,0.570409,59.0,0.52589,0.67387,1.0,0.035377,9.0,2.0,5.0,8.0,0.090054,0.006893
I035,20260826,0.535322,0.451427,21.0,0.752417,0.564288,16.348453,0.113343,6.0,6.0,5.0,8.0,0.056325,0.006298
I036,20260826,0.489943,0.698133,67.0,0.661892,0.545677,10.180052,0.000415,3.0,1.0,1.0,2.0,0.107332,0.02339
I037,20260826,0.168117,0.965103,18.0,0.33213,0.348197,24.826604,0.082686,10.0,2.0,4.0,5.0,0.050147,0.003363
I038,20260826,0.483014,0.476319,26.0,0.718223,0.53612,1.0,0.048954,9.0,4.0,4.0,8.0,0.182046,0.020195
I039,20260826,0.923031,0.583761,14.0,0.766069,0.778952,17.86625,0.039817,8.0,2.0,2.0,3.0,0.149771,0.022777
I040,20260826,0.418961,0.304306,39.0,0.331797,0.495932,39.35581,0.112163,4.0,3.0,5.0,8.0,0.113943,0.035385
I041,20260826,0.467392,0.785352,25.0,0.646859,0.470873,11.93881,0.211106,9.0,5.0,1.0,7.0,0.171928,0.029036
I042,20260826,0.100273,0.642369,14.0,0.403622,0.289549,34.404644,0.097512,3.0,1.0,1.0,8.0,0.113127,0.025802
I043,20260826,0.847678,0.849177,15.0,0.57584,0.711407,12.913019,0.360644,9.0,3.0,3.0,5.0,0.106096,0.032052
I044,20260826,0.823105,0.428375,76.0,0.585795,0.773915,31.174823,0.055159,4.0,4.0,5.0,4.0,0.093651,0.025495
I045,20260826,0.210306,0.698239,69.0,0.514596,0.404162,33.407253,0.032147,1.0,1.0,5.0,5.0,0.10939,0.011168
I046,20260826,0.832771,0.483057,78.0,0.545355,0.65502,20.452305,0.02194,10.0,2.0,1.0,6.0,0.161522,0.037701
I047,20260826,0.868246,0.357435,78.0,0.846542,0.767821,30.818275,0.053559,3.0,1.0,5.0,3.0,0.215578,0.054014
I048,20260826,0.335515,0.656003,73.0,0.130142,0.421053,15.090193,0.076842,10.0,3.0,5.0,2.0,0.099631,0.025633
I049,20260826,0.616546,0.579722,41.0,0.695309,0.57907,28.991929,0.115077,3.0,3.0,1.0,7.0,0.152196,0.038959
I050,20260826,0.542781,0.067143,66.0,0.416816,0.554421,25.419188,0.150059,8.0,3.0,5.0,1.0,0.167377,0.020002
I051,20260826,0.393346,0.802178,27.0,0.913469,0.520092,7.362136,0.024759,2.0,2.0,5.0,8.0,0.060688,0.014865
I052,20260826,0.16332,0.636458,70.0,0.774829,0.30302,6.228993,0.069636,2.0,2.0,1.0,3.0,0.082682,0.023128
I053,20260826,0.339619,0.719719,23.0,0.581303,0.446972,1.460955,0.055569,4.0,1.0,1.0,1.0,0.144816,0.021921
I054,20260826,0.489203,0.131293,49.0,0.150377,0.571674,1.0,0.001606,10.0,2.0,3.0,4.0,0.093202,0.033494
I055,20260826,0.51301,0.827844,33.0,0.379198,0.570182,16.019876,0.054205,4.0,2.0,2.0,2.0,0.193024,0.025935
I056,20260826,0.706529,0.012779,54.0,0.642537,0.64107,37.128285,0.123029,10.0,3.0,5.0,6.0,0.172326,0.028189
I057,20260826,0.544968,0.461113,67.0,0.773796,0.610294,11.605048,0.004471,10.0,6.0,5.0,1.0,0.007909,0.014737
I058,20260826,0.248123,1.0,65.0,0.247309,0.39187,6.112133,0.189985,11.0,6.0,1.0,5.0,0.093456,0.033988
I059,20260826,0.576612,0.579467,10.0,0.066512,0.558478,45.585781,0.041064,2.0,2.0,1.0,6.0,0.149688,0.029369
I060,20260826,0.435684,0.486194,75.0,0.288547,0.492304,18.289042,0.028303,9.0,4.0,5.0,5.0,0.1498,0.009587
I061,20260826,0.164672,0.444462,39.0,0.800671,0.39636,7.467917,0.134237,3.0,3.0,3.0,7.0,0.103871,0.013732
I062,20260826,0.342497,0.61853,10.0,0.355963,0.509349,17.819461,0.183695,10.0,1.0,5.0,2.0,0.068324,0.018701
I063,20260826,0.128949,0.367467,77.0,0.518813,0.344518,28.467943,0.043963,2.0,2.0,5.0,1.0,0.148651,0.022213
I064,20260826,0.350595,0.797722,32.0,0.319567,0.468872,38.326871,0.091074,8.0,1.0,4.0,5.0,0.063629,0.0
I065,20260826,0.395627,0.357715,15.0,0.612349,0.473252,4.831104,0.151304,7.0,4.0,2.0,4.0,0.126517,0.02541
I066,20260826,0.392312,0.687275,79.0,0.652883,0.492623,10.021933,0.134507,2.0,2.0,3.0,2.0,0.061566,0.01686
I067,20260826,0.340909,0.904766,67.0,0.662966,0.414613,56.737515,0.054307,10.0,4.0,3.0,2.0,0.10892,0.012388
I068,20260826,0.270728,0.213883,10.0,0.866282,0.375151,27.947767,0.343263,5.0,2.0,3.0,3.0,0.028987,0.035891
I069,20260826,0.364295,0.357425,41.0,0.806619,0.485011,76.211909,0.049372,1.0,1.0,5.0,2.0,0.119686,0.012243
I070,20260826,0.329585,0.142143,70.0,0.798132,0.423207,31.571584,0.077577,11.0,6.0,1.0,4.0,0.151489,0.018514
I071,20260826,0.245184,0.369994,42.0,0.607955,0.375504,1.0,0.081391,1.0,1.0,4.0,7.0,0.0,0.016617
I072,20260826,0.796537,0.51687,28.0,0.756936,0.690047,6.412246,0.036607,4.0,4.0,3.0,4.0,0.171422,0.009835
I073,20260826,0.660768,0.532796,68.0,0.421207,0.566742,20.84029,0.004016,6.0,6.0,4.0,1.0,0.08352,0.028667
I074,20260826,0.392489,0.605212,26.0,0.725794,0.459727,9.629854,0.144044,2.0,2.0,4.0,2.0,0.100528,0.009605
