item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260817,0.518805,0.226698,26.0,0.219526,0.347233,8.325211,0.162168,3.0,3.0,3.0,7.0,0.152965,0.050353
I001,20260817,0.364758,1.0,9.0,0.744978,0.435955,19.581509,0.269467,1.0,1.0,4.0,2.0,0.067555,0.028041
I002,20260817,0.784741,0.292586,62.0,0.609573,0.389231,43.877449,0.054344,7.0,7.0,5.0,3.0,0.141275,0.01685
I003,20260817,0.33831,0.164545,73.0,0.373648,0.257785,9.28774,0.211183,11.0,3.0,3.0,4.0,0.099617,0.042793
I004,20260817,0.602886,0.409145,72.0,0.416683,0.433451,48.531228,0.201173,2.0,1.0,1.0,8.0,0.070354,0.036536
I005,20260817,0.393238,0.286878,36.0,0.518633,0.460164,7.437611,0.044971,5.0,1.0,1.0,2.0,0.08662,0.017767
I006,20260817,0.43309,0.240808,10.0,0.188644,0.313085,28.267238,0.042251,9.0,5.0,5.0,4.0,0.089872,0.020815
I007,20260817,0.74273,0.0,47.0,0.27266,0.299815,18.586799,0.112725,4.0,3.0,3.0,1.0,0.095035,0.009378
I008,20260817,0.314303,0.616084,12.0,0.865194,0.344219,43.326966,0.084541,10.0,2.0,4.0,2.0,0.0854,0.018383
I009,20260817,0.622707,0.850635,78.0,0.589313,0.291046,39.035497,0.175725,6.0,6.0,4.0,5.0,0.125546,0.045261
I010,20260817,0.548397,0.358508,30.0,0.766936,0.312945,15.286924,0.099585,7.0,7.0,5.0,5.0,0.070709,0.050024
I011,20260817,0.85521,0.550164,67.0,0.144414,0.503897,18.714556,0.076109,7.0,7.0,4.0,7.0,0.138949,0.012526
I012,20260817,0.166489,0.443654,12.0,0.66455,0.11426,45.568804,0.042444,9.0,3.0,5.0,2.0,0.033993,0.0
I013,20260817,0.31704,0.035639,65.0,0.483489,0.343039,14.357244,0.052549,7.0,6.0,5.0,8.0,0.077487,0.012316
I014,20260817,0.304275,0.91163,40.0,0.116409,0.175631,20.343119,0.179137,10.0,6.0,4.0,1.0,0.072606,0.028605
I015,20260817,0.284666,0.635146,12.0,0.234698,0.323165,16.930418,0.22567,11.0,4.0,4.0,3.0,0.106331,0.030081
I016,20260817,0.475309,0.932533,61.0,0.091735,0.355723,35.430706,0.196108,8.0,4.0,4.0,4.0,0.11132,0.022482
I017,20260817,0.629338,0.794475,71.0,0.946263,0.362533,30.009973,0.096128,2.0,1.0,5.0,3.0,0.177163,0.029327
I018,20260817,0.356583,0.624257,54.0,0.922878,0.226578,70.420974,0.092899,4.0,4.0,3.0,1.0,0.032397,0.024347
I019,20260817,0.375823,0.591456,20.0,0.141346,0.149144,21.451255,0.044488,6.0,6.0,5.0,2.0,0.052461,0.010422
I020,20260817,0.115026,0.257416,54.0,0.204263,0.320981,16.51952,0.121644,7.0,3.0,1.0,1.0,0.093738,0.009333
I021,20260817,0.209519,0.224802,20.0,0.72538,0.179624,26.120855,0.031491,5.0,1.0,3.0,6.0,0.115073,0.012567
I022,20260817,0.077354,0.642439,22.0,0.489481,0.184352,36.963772,0.13815,3.0,3.0,5.0,2.0,0.075508,0.005194
I023,20260817,0.494825,0.0,26.0,0.821569,0.347395,4.481472,0.139315,7.0,1.0,4.0,3.0,0.026573,0.020608
I024,20260817,0.033995,0.757955,54.0,0.708421,0.33481,29.527978,0.083726,2.0,2.0,2.0,5.0,0.067399,0.011143
I025,20260817,0.557863,0.702709,47.0,0.612497,0.634588,25.837333,0.131341,9.0,6.0,2.0,1.0,0.068266,0.043207
I026,20260817,0.390665,0.37482,26.0,0.319632,0.511869,53.596303,0.123169,10.0,3.0,2.0,1.0,0.036931,0.027062
I027,20260817,0.50463,0.308042,68.0,0.476054,0.483258,5.094596,0.088582,5.0,5.0,2.0,8.0,0.052678,0.031477
I028,20260817,0.176728,0.57929,29.0,0.354737,0.261828,31.57301,0.073829,6.0,6.0,2.0,3.0,0.07773,0.028096
I029,20260817,0.648571,0.091541,13.0,0.811188,0.273328,40.186352,0.037093,5.0,5.0,2.0,2.0,0.064635,0.003989
I030,20260817,0.628014,0.755647,57.0,0.919195,0.31041,14.950489,0.276507,10.0,3.0,3.0,4.0,0.150553,0.055615
I031,20260817,0.338196,0.83354,13.0,0.47773,0.283509,47.78284,0.049745,10.0,1.0,3.0,6.0,0.056486,0.033123
I032,20260817,0.216317,0.520097,57.0,0.467023,0.565848,29.950284,0.283956,2.0,2.0,4.0,3.0,0.095291,0.06016
I033,20260817,0.485419,0.112238,40.0,0.655429,0.299134,14.913086,0.272384,7.0,3.0,2.0,5.0,0.102714,0.052928
