item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260818,0.518805,0.229632,26.0,0.219526,0.226749,47.461293,0.155766,3.0,3.0,3.0,7.0,0.156367,0.035922
I001,20260818,0.364758,1.0,9.0,0.744978,0.481996,31.829111,0.116721,1.0,1.0,4.0,2.0,0.119054,0.032029
I002,20260818,0.784741,0.278989,62.0,0.609573,0.440998,11.046269,0.060555,7.0,7.0,5.0,3.0,0.137838,0.014522
I003,20260818,0.33831,0.445554,73.0,0.373648,0.303506,53.695978,0.17214,11.0,3.0,3.0,4.0,0.070458,0.021093
I004,20260818,0.602886,0.463601,72.0,0.416683,0.400373,6.339507,0.134592,2.0,1.0,1.0,8.0,0.11158,0.024812
I005,20260818,0.393238,0.0,36.0,0.518633,0.215894,27.379504,0.071372,5.0,1.0,1.0,2.0,0.074623,0.032243
I006,20260818,0.43309,0.213628,10.0,0.188644,0.269326,38.445546,0.129747,9.0,5.0,5.0,4.0,0.051503,0.016119
I007,20260818,0.74273,0.154781,47.0,0.27266,0.436014,2.083668,0.134333,4.0,3.0,3.0,1.0,0.128255,0.026584
I008,20260818,0.314303,0.463269,12.0,0.865194,0.057099,8.146449,0.04858,10.0,2.0,4.0,2.0,0.100232,0.028677
I009,20260818,0.622707,0.625395,78.0,0.589313,0.383207,25.457216,0.094203,6.0,6.0,4.0,5.0,0.133427,0.031458
I010,20260818,0.548397,0.534341,30.0,0.766936,0.456367,7.484036,0.386558,7.0,7.0,5.0,5.0,0.103234,0.061176
I011,20260818,0.85521,0.459086,67.0,0.144414,0.4745,9.273337,0.060532,7.0,7.0,4.0,7.0,0.103564,0.013661
I012,20260818,0.166489,0.300379,12.0,0.66455,0.53723,14.423445,0.057901,9.0,3.0,5.0,2.0,0.003327,0.0
I013,20260818,0.31704,0.368017,65.0,0.483489,0.431309,16.097836,0.01065,7.0,6.0,5.0,8.0,0.093229,0.0
I014,20260818,0.304275,0.977541,40.0,0.116409,0.450349,10.125013,0.06992,10.0,6.0,4.0,1.0,0.120058,0.004457
I015,20260818,0.284666,0.499143,12.0,0.234698,0.239474,21.986093,0.132593,11.0,4.0,4.0,3.0,0.100609,0.0
I016,20260818,0.475309,1.0,61.0,0.091735,0.320013,18.957062,0.126489,8.0,4.0,4.0,4.0,0.104279,0.035147
I017,20260818,0.629338,0.641813,71.0,0.946263,0.429178,16.737857,0.347988,2.0,1.0,5.0,3.0,0.117644,0.075025
I018,20260818,0.356583,0.918462,54.0,0.922878,0.178676,12.593565,0.142524,4.0,4.0,3.0,1.0,0.108265,0.034134
I019,20260818,0.375823,0.530087,20.0,0.141346,0.312559,22.555546,0.043495,6.0,6.0,5.0,2.0,0.0,0.016126
I020,20260818,0.115026,0.252877,54.0,0.204263,0.232375,42.719004,0.130395,7.0,3.0,1.0,1.0,0.093674,0.008126
I021,20260818,0.209519,0.236573,20.0,0.72538,0.26282,20.459293,0.221234,5.0,1.0,3.0,6.0,0.041028,0.039184
I022,20260818,0.077354,1.0,22.0,0.489481,0.086791,1.837556,0.034854,3.0,3.0,5.0,2.0,0.092941,0.017165
I023,20260818,0.494825,0.082564,26.0,0.821569,0.505556,13.128267,0.188005,7.0,1.0,4.0,3.0,0.046706,0.039018
I024,20260818,0.033995,0.829384,54.0,0.708421,0.152933,44.98696,0.017026,2.0,2.0,2.0,5.0,0.036996,0.003354
I025,20260818,0.557863,0.646072,47.0,0.612497,0.276431,22.51827,0.102465,9.0,6.0,2.0,1.0,0.105307,0.034219
I026,20260818,0.390665,0.419182,26.0,0.319632,0.299278,31.040244,0.050474,10.0,3.0,2.0,1.0,0.079483,0.03281
