item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260820,0.435627,0.628855,47.0,0.220398,0.078474,12.555936,0.202636,5.0,5.0,1.0,2.0,0.207278,0.038552
I001,20260820,0.66754,0.519717,46.0,0.72301,0.117182,4.334228,0.144084,5.0,5.0,1.0,7.0,0.258586,0.039117
I002,20260820,0.52112,0.482573,75.0,0.412496,0.291593,6.427937,0.018213,6.0,4.0,1.0,5.0,0.231727,0.039111
I003,20260820,0.364113,0.111996,16.0,0.418129,0.36535,28.915239,0.066312,8.0,6.0,3.0,4.0,0.192049,0.027854
I004,20260820,0.525868,0.71593,29.0,0.714565,0.346305,53.16963,0.006156,9.0,4.0,2.0,7.0,0.200859,0.032569
I005,20260820,0.293139,0.31267,8.0,0.507837,0.170566,6.770165,0.055751,11.0,5.0,1.0,6.0,0.189,0.042881
I006,20260820,0.591392,0.346519,21.0,0.829715,0.304135,38.324828,0.056898,10.0,6.0,3.0,3.0,0.226039,0.03664
I007,20260820,0.440035,0.409945,39.0,0.49628,0.093993,60.03826,0.040482,9.0,5.0,4.0,2.0,0.196971,0.035163
I008,20260820,0.361244,0.30972,26.0,0.375073,0.312445,23.564411,0.098955,1.0,1.0,5.0,3.0,0.195159,0.02754
I009,20260820,0.625909,0.518043,10.0,0.107275,0.427335,4.530567,0.002542,1.0,1.0,1.0,2.0,0.235665,0.034176
I010,20260820,0.466372,0.222466,79.0,0.913753,0.245985,23.386913,0.032155,8.0,4.0,4.0,2.0,0.209153,0.030335
I011,20260820,0.543086,0.82688,14.0,0.598311,0.310093,22.863812,0.109539,4.0,4.0,1.0,2.0,0.233629,0.027583
I012,20260820,0.272943,0.908489,44.0,0.991875,0.54955,25.934869,0.141606,10.0,3.0,1.0,5.0,0.162175,0.035416
I013,20260820,0.177226,0.700736,16.0,0.747966,0.186503,32.983826,0.18203,3.0,3.0,1.0,7.0,0.175297,0.023876
I014,20260820,0.565578,0.575889,51.0,0.602284,0.405781,9.351687,0.051691,11.0,6.0,1.0,4.0,0.214033,0.025552
I015,20260820,0.265629,0.194419,51.0,0.933116,0.501957,14.768078,0.041755,10.0,7.0,2.0,4.0,0.190606,0.0232
I016,20260820,0.187313,0.636788,48.0,0.41843,0.288479,67.176365,0.024782,10.0,6.0,2.0,8.0,0.167702,0.04079
I017,20260820,0.835484,0.412105,33.0,0.214283,0.397233,51.810901,0.092106,11.0,4.0,5.0,1.0,0.27331,0.041694
