item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260830,0.518805,0.448857,26.0,0.219526,0.632351,7.061526,0.004591,3.0,3.0,3.0,7.0,0.100774,0.047422
I001,20260830,0.364758,1.0,9.0,0.744978,0.510242,35.224004,0.197841,1.0,1.0,4.0,2.0,0.13651,0.020008
I002,20260830,0.784741,0.285807,62.0,0.609573,0.701615,12.927093,0.291974,7.0,7.0,5.0,3.0,0.162083,0.013837
I003,20260830,0.33831,0.270202,73.0,0.373648,0.508327,44.838783,0.035099,11.0,3.0,3.0,4.0,0.097253,0.020185
I004,20260830,0.602886,0.611052,72.0,0.416683,0.660814,36.785629,0.022258,2.0,1.0,1.0,8.0,0.027288,0.026807
I005,20260830,0.393238,0.211523,36.0,0.518633,0.545673,22.841397,0.049579,5.0,1.0,1.0,2.0,0.102988,0.02492
I006,20260830,0.43309,0.147589,10.0,0.188644,0.56156,5.040014,0.020388,9.0,5.0,5.0,4.0,0.035419,0.011539
I007,20260830,0.74273,0.193345,47.0,0.27266,0.692003,29.170267,0.149379,4.0,3.0,3.0,1.0,0.138215,0.03213
I008,20260830,0.314303,0.524235,12.0,0.865194,0.517059,30.633511,0.076882,10.0,2.0,4.0,2.0,0.137331,0.023138
I009,20260830,0.622707,0.854363,78.0,0.589313,0.58406,36.931738,0.039341,6.0,6.0,4.0,5.0,0.095203,0.02344
I010,20260830,0.548397,0.243037,30.0,0.766936,0.538863,14.187732,0.014862,7.0,7.0,5.0,5.0,0.180895,0.020806
I011,20260830,0.85521,0.334856,67.0,0.144414,0.763275,16.558957,0.164508,7.0,7.0,4.0,7.0,0.087999,0.026766
I012,20260830,0.166489,0.261657,12.0,0.66455,0.407546,10.10168,0.234306,9.0,3.0,5.0,2.0,0.031353,0.015323
I013,20260830,0.31704,0.162587,65.0,0.483489,0.456032,36.408288,0.026617,7.0,6.0,5.0,8.0,0.099685,0.029761
I014,20260830,0.304275,0.862887,40.0,0.116409,0.437042,25.160099,0.03922,10.0,6.0,4.0,1.0,0.12969,0.015433
I015,20260830,0.284666,0.508721,12.0,0.234698,0.462512,45.587262,0.039294,11.0,4.0,4.0,3.0,0.05796,0.010381
I016,20260830,0.475309,0.924524,61.0,0.091735,0.543932,56.082098,0.058272,8.0,4.0,4.0,4.0,0.136226,0.031697
I017,20260830,0.629338,0.703782,71.0,0.946263,0.698938,6.30889,0.136082,2.0,1.0,5.0,3.0,0.165289,0.032336
I018,20260830,0.356583,0.760113,54.0,0.922878,0.467842,18.40126,0.015302,4.0,4.0,3.0,1.0,0.033038,0.010143
I019,20260830,0.375823,0.438255,20.0,0.141346,0.479829,21.617597,0.159699,6.0,6.0,5.0,2.0,0.061497,0.005526
I020,20260830,0.115026,0.000871,54.0,0.204263,0.411692,11.760563,0.187422,7.0,3.0,1.0,1.0,0.113609,0.0
I021,20260830,0.209519,0.316601,20.0,0.72538,0.415608,13.878328,0.027984,5.0,1.0,3.0,6.0,0.109561,0.011397
I022,20260830,0.077354,0.943239,22.0,0.489481,0.354277,16.442182,0.008807,3.0,3.0,5.0,2.0,0.081908,0.004295
I023,20260830,0.494825,0.034089,26.0,0.821569,0.54901,1.0,0.043039,7.0,1.0,4.0,3.0,0.093587,0.013479
I024,20260830,0.033995,0.836359,54.0,0.708421,0.283614,20.77984,0.213784,2.0,2.0,2.0,5.0,0.029645,0.0
I025,20260830,0.557863,0.69657,47.0,0.612497,0.564718,1.0,0.102519,9.0,6.0,2.0,1.0,0.084374,0.008334
I026,20260830,0.390665,0.515795,26.0,0.319632,0.490878,22.191323,0.153276,10.0,3.0,2.0,1.0,0.022449,0.012738
I027,20260830,0.50463,0.431715,68.0,0.476054,0.569911,22.5887,0.143489,5.0,5.0,2.0,8.0,0.09498,0.02278
I028,20260830,0.176728,0.613937,29.0,0.354737,0.414028,55.34613,0.024753,6.0,6.0,2.0,3.0,0.060632,0.02583
I029,20260830,0.648571,0.325697,13.0,0.811188,0.661921,8.397111,0.117702,5.0,5.0,2.0,2.0,0.086085,0.025681
I030,20260830,0.628014,0.487792,57.0,0.919195,0.677346,45.27772,0.048254,10.0,3.0,3.0,4.0,0.155173,0.033322
I031,20260830,0.338196,0.632986,13.0,0.47773,0.513807,14.078719,0.057231,10.0,1.0,3.0,6.0,0.097165,0.025586
I032,20260830,0.216317,0.564277,57.0,0.467023,0.387784,53.700618,0.10552,2.0,2.0,4.0,3.0,0.008054,0.026975
I033,20260830,0.485419,0.182181,40.0,0.655429,0.544999,16.413104,0.09415,7.0,3.0,2.0,5.0,0.078636,0.030029
I034,20260830,0.711543,0.5392,59.0,0.52589,0.751359,1.0,0.027962,9.0,2.0,5.0,8.0,0.099928,0.037213
