item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260821,0.518805,0.373122,26.0,0.331662,0.495022,61.950753,0.15881,3.0,3.0,3.0,4.0,0.136041,0.027381
I001,20260821,0.59944,0.394534,70.0,0.468304,0.590446,21.199635,0.078063,5.0,1.0,1.0,1.0,0.120051,0.018342
I002,20260821,0.013142,0.448995,36.0,0.744978,0.294888,36.466727,0.000545,6.0,5.0,2.0,6.0,0.097489,0.007555
I003,20260821,0.784741,0.541179,56.0,0.436152,0.641994,7.556272,0.221032,9.0,7.0,1.0,2.0,0.179537,0.011998
I004,20260821,0.352802,0.425445,12.0,0.399108,0.404768,46.938273,0.11208,6.0,1.0,4.0,5.0,0.147936,0.018595
I005,20260821,0.498206,0.706533,13.0,0.705823,0.493669,21.308573,0.100449,1.0,1.0,1.0,8.0,0.138,0.028673
I006,20260821,0.586582,0.486757,46.0,0.898564,0.577628,9.510296,0.21031,7.0,1.0,4.0,7.0,0.137929,0.015211
I007,20260821,0.564839,0.56188,17.0,0.8889,0.575404,43.454413,0.166423,7.0,7.0,2.0,1.0,0.164537,0.021316
I008,20260821,0.718185,0.542896,16.0,0.836705,0.577323,10.953614,0.240576,1.0,1.0,1.0,8.0,0.181742,0.0363
I009,20260821,0.621465,0.587035,34.0,0.845399,0.597539,19.939261,0.075746,4.0,1.0,2.0,6.0,0.139636,0.020304
I010,20260821,0.533399,0.617922,49.0,0.532429,0.542022,19.788151,0.119975,4.0,2.0,5.0,1.0,0.171134,0.030738
I011,20260821,0.654626,0.598366,37.0,0.618904,0.626898,18.301575,0.106048,1.0,1.0,4.0,7.0,0.183621,0.021275
I012,20260821,0.390389,0.574372,57.0,0.672071,0.428989,14.015012,0.036519,5.0,5.0,4.0,2.0,0.133367,0.015505
I013,20260821,0.305845,0.516343,69.0,0.666491,0.414235,44.283637,0.056326,8.0,6.0,2.0,8.0,0.148253,0.023388
I014,20260821,0.504735,0.406726,62.0,0.37315,0.571492,88.394756,0.004155,11.0,4.0,5.0,2.0,0.164713,0.011806
I015,20260821,0.306254,0.439568,50.0,0.766936,0.404341,29.617071,0.028834,2.0,2.0,5.0,8.0,0.123682,0.03232
I016,20260821,0.85521,0.475627,48.0,0.438145,0.602186,59.528547,0.004175,7.0,4.0,1.0,7.0,0.201977,0.008741
I017,20260821,0.102483,0.458068,54.0,0.480774,0.302371,4.678443,0.018923,10.0,6.0,4.0,7.0,0.06148,0.019651
I018,20260821,0.53834,0.378022,62.0,0.66455,0.528904,37.672926,0.006846,10.0,3.0,5.0,2.0,0.145657,0.021702
I019,20260821,0.31704,0.45998,75.0,0.187462,0.35109,54.049085,0.032808,7.0,7.0,4.0,7.0,0.095989,0.0
I020,20260821,0.31387,0.42933,12.0,0.496299,0.407075,31.625001,0.052622,9.0,6.0,3.0,4.0,0.124374,0.017338
I021,20260821,0.706923,0.421784,9.0,0.63025,0.591633,14.702201,0.01032,5.0,2.0,1.0,8.0,0.200748,0.042909
I022,20260821,0.39951,0.451287,16.0,0.658348,0.456607,10.749394,0.097533,11.0,1.0,3.0,6.0,0.133625,0.018308
I023,20260821,0.210984,0.448595,44.0,0.837361,0.379615,60.231065,0.004307,11.0,4.0,1.0,6.0,0.114584,0.015964
I024,20260821,0.873065,0.545622,15.0,0.640389,0.738449,24.283924,0.098283,11.0,5.0,3.0,5.0,0.188571,0.008554
I025,20260821,0.19519,0.552747,38.0,0.606139,0.361391,18.227794,0.051803,1.0,1.0,5.0,5.0,0.090528,0.038824
I026,20260821,0.218508,0.502904,78.0,0.783881,0.349624,18.007543,0.130516,10.0,2.0,5.0,4.0,0.10412,0.022782
I027,20260821,0.193587,0.492034,67.0,0.289834,0.361785,10.747213,0.071063,8.0,1.0,5.0,6.0,0.106628,0.026319
I028,20260821,0.086067,0.608142,74.0,0.75293,0.296438,15.383084,0.064668,9.0,1.0,2.0,7.0,0.097926,0.022861
I029,20260821,0.402576,0.474086,56.0,0.71067,0.458882,33.435976,0.067166,3.0,3.0,3.0,6.0,0.115487,0.02293
I030,20260821,0.455419,0.50687,73.0,0.766105,0.452802,34.323569,0.032365,2.0,2.0,2.0,6.0,0.148579,0.018018
I031,20260821,0.622599,0.61183,41.0,0.333992,0.532117,46.787805,0.052835,8.0,3.0,4.0,5.0,0.162827,0.017144
I032,20260821,0.914907,0.478397,60.0,0.40544,0.654176,11.042735,0.168602,1.0,1.0,4.0,7.0,0.210217,0.026207
I033,20260821,0.442205,0.388334,20.0,0.585166,0.463975,58.149642,0.010444,10.0,5.0,3.0,6.0,0.150487,0.004217
I034,20260821,0.348318,0.700279,21.0,0.821569,0.374089,23.084894,0.144068,6.0,5.0,2.0,2.0,0.156473,0.021942
I035,20260821,0.033995,0.620572,29.0,0.318976,0.225701,50.556458,0.046633,8.0,4.0,3.0,6.0,0.078778,0.0
I036,20260821,0.538601,0.318583,40.0,0.715452,0.50918,27.765975,0.023262,5.0,5.0,3.0,4.0,0.130849,0.040189
I037,20260821,0.6423,0.622304,72.0,0.968198,0.535087,15.027905,0.041208,4.0,3.0,5.0,3.0,0.148139,0.008994
I038,20260821,0.100175,0.618873,73.0,0.198741,0.30211,16.434524,0.212739,6.0,6.0,1.0,7.0,0.115379,0.017957
I039,20260821,0.538164,0.439959,54.0,0.452625,0.537079,12.349041,0.271798,1.0,1.0,1.0,1.0,0.178292,0.027407
I040,20260821,0.334114,0.465237,10.0,0.560906,0.401212,19.494481,0.121023,1.0,1.0,2.0,5.0,0.136209,0.017386
I041,20260821,0.208416,0.586359,23.0,0.610412,0.339807,14.468974,0.140922,8.0,5.0,1.0,5.0,0.118294,0.021453
I042,20260821,0.389513,0.509599,65.0,0.390991,0.441393,26.156888,0.042579,6.0,1.0,5.0,4.0,0.119733,0.016515
I043,20260821,0.250297,0.5651,65.0,0.130023,0.353838,39.476599,0.040159,10.0,5.0,3.0,4.0,0.067514,0.025199
I044,20260821,0.304436,0.47055,47.0,0.374499,0.450283,43.962203,0.040693,11.0,5.0,4.0,4.0,0.09674,0.033301
I045,20260821,0.431077,0.470472,30.0,0.345182,0.504628,9.70325,0.212181,2.0,2.0,1.0,3.0,0.136011,0.029169
I046,20260821,0.254792,0.437521,73.0,0.479478,0.342502,20.939368,0.066816,10.0,2.0,5.0,5.0,0.128057,0.023159
I047,20260821,0.283679,0.396737,76.0,0.586829,0.407377,18.117207,0.13839,2.0,2.0,3.0,5.0,0.130813,0.012065
I048,20260821,0.228445,0.624259,9.0,0.807316,0.33211,30.577239,0.037226,3.0,3.0,4.0,2.0,0.077623,0.014304
I049,20260821,0.487677,0.527412,39.0,0.392926,0.452055,17.770722,0.047033,7.0,6.0,4.0,7.0,0.188159,0.050645
I050,20260821,0.369773,0.536181,39.0,0.500886,0.425216,19.091038,0.067265,2.0,2.0,5.0,7.0,0.15549,0.0
I051,20260821,0.28892,0.60223,45.0,0.148864,0.426015,61.112009,0.036799,8.0,7.0,1.0,6.0,0.139475,0.027075
I052,20260821,0.382404,0.617976,15.0,0.266106,0.444255,33.235416,0.115239,6.0,4.0,1.0,7.0,0.129121,0.028309
I053,20260821,0.255385,0.536517,14.0,0.180919,0.37932,16.866266,0.057255,11.0,5.0,3.0,3.0,0.1233,0.019537
I054,20260821,0.240894,0.49932,13.0,0.661059,0.359017,121.4506,0.026164,1.0,1.0,5.0,7.0,0.099054,0.011992
I055,20260821,0.125764,0.379908,44.0,0.674049,0.339047,11.047528,0.038481,10.0,5.0,5.0,4.0,0.079291,0.020612
I056,20260821,0.446466,0.479456,33.0,0.820927,0.483049,27.918533,0.07303,2.0,2.0,1.0,5.0,0.165051,0.041514
I057,20260821,0.652771,0.518256,28.0,0.623093,0.597059,79.611841,0.073722,9.0,4.0,5.0,1.0,0.144133,0.019972
I058,20260821,0.58434,0.492333,20.0,0.749605,0.483348,98.672449,0.156253,2.0,1.0,3.0,6.0,0.150736,0.030783
I059,20260821,0.252282,0.557994,28.0,0.331797,0.364365,3.900352,0.036914,11.0,4.0,2.0,7.0,0.127665,0.031793
I060,20260821,0.467392,0.434178,60.0,0.691953,0.445734,17.023516,0.268082,11.0,6.0,2.0,2.0,0.150723,0.012741
I061,20260821,0.512075,0.449195,8.0,0.514892,0.546942,4.411531,0.085918,7.0,6.0,3.0,6.0,0.121871,0.028494
I062,20260821,0.1957,0.548911,11.0,0.539776,0.359125,15.126096,0.084334,2.0,2.0,5.0,7.0,0.113578,0.030277
I063,20260821,0.192039,0.56173,52.0,0.367325,0.387643,55.410001,0.063773,6.0,6.0,4.0,4.0,0.064413,0.020591
I064,20260821,0.199898,0.519026,10.0,0.426539,0.356587,15.523785,0.054296,8.0,4.0,2.0,4.0,0.123684,0.024482
I065,20260821,0.381421,0.519869,63.0,0.845951,0.418105,98.985339,0.072863,3.0,3.0,5.0,5.0,0.127549,0.015753
I066,20260821,0.264002,0.657963,77.0,0.080967,0.406451,23.57934,0.050076,10.0,6.0,1.0,5.0,0.093845,0.0213
I067,20260821,0.099938,0.581821,43.0,0.287428,0.340351,19.962849,0.205144,1.0,1.0,4.0,6.0,0.070914,0.037773
I068,20260821,0.487763,0.472407,40.0,0.665303,0.48741,5.791641,0.036883,8.0,7.0,4.0,2.0,0.132913,0.039892
I069,20260821,0.356373,0.592096,74.0,0.351159,0.473243,32.410786,0.037947,2.0,2.0,1.0,3.0,0.140281,0.00392
I070,20260821,0.741248,0.559715,15.0,0.778589,0.629365,19.470516,0.020244,11.0,2.0,3.0,7.0,0.161153,0.023665
I071,20260821,0.536311,0.504768,47.0,0.130142,0.52121,34.385108,0.023691,3.0,3.0,3.0,7.0,0.127119,0.019962
I072,20260821,0.616546,0.431363,24.0,0.511323,0.532776,57.944945,0.055533,3.0,3.0,2.0,4.0,0.153432,0.017318
I073,20260821,0.58026,0.449235,17.0,0.896529,0.594746,21.381775,0.003142,6.0,6.0,3.0,5.0,0.155254,0.009554
I074,20260821,0.626622,0.547801,77.0,0.621118,0.543626,46.216927,0.07094,8.0,4.0,5.0,2.0,0.173869,0.03561
I075,20260821,0.180399,0.516196,37.0,0.527577,0.297285,41.34667,0.056716,2.0,2.0,3.0,3.0,0.085616,0.031461
I076,20260821,0.728668,0.531306,76.0,0.246415,0.626672,15.081353,0.025075,10.0,4.0,5.0,2.0,0.174846,0.02614
I077,20260821,0.68169,0.425926,32.0,0.240371,0.598532,15.999748,0.044957,3.0,1.0,4.0,6.0,0.168944,0.039235
I078,20260821,0.091141,0.519514,55.0,0.546422,0.253816,14.009664,0.085066,5.0,1.0,1.0,5.0,0.098906,0.0305
I079,20260821,0.422869,0.499209,46.0,0.934358,0.475031,16.058129,0.055222,2.0,1.0,5.0,2.0,0.142445,0.016855
I080,20260821,0.192689,0.447479,79.0,0.831164,0.329713,1.0,0.139105,4.0,4.0,1.0,4.0,0.098171,0.013107
I081,20260821,0.72508,0.434766,38.0,0.813796,0.594955,37.83916,0.037214,2.0,1.0,4.0,3.0,0.161724,0.029673
I082,20260821,0.382252,0.547799,46.0,0.820624,0.421948,49.527719,0.054014,3.0,3.0,1.0,4.0,0.108761,0.020621
I083,20260821,0.682924,0.530857,58.0,0.520475,0.578695,6.239935,0.188077,11.0,1.0,2.0,7.0,0.16649,0.020631
I084,20260821,0.462796,0.491683,62.0,0.773796,0.435484,46.776663,0.03474,1.0,1.0,1.0,8.0,0.130324,0.009323
I085,20260821,0.248123,0.492715,28.0,0.544484,0.346694,16.564338,0.072475,9.0,6.0,4.0,8.0,0.144492,0.024264
I086,20260821,0.352052,0.456899,63.0,0.666683,0.463499,14.858265,0.028095,3.0,1.0,1.0,8.0,0.12531,0.038572
I087,20260821,0.459422,0.549623,59.0,0.95421,0.527054,14.310804,0.053423,2.0,2.0,4.0,8.0,0.153615,0.033895
I088,20260821,0.58986,0.511585,44.0,0.731965,0.520169,20.599837,0.09867,8.0,7.0,1.0,1.0,0.112064,0.024966
I089,20260821,0.216797,0.576636,46.0,0.263156,0.35179,5.347085,0.063634,11.0,7.0,4.0,1.0,0.072899,0.033418
I090,20260821,0.264092,0.606154,56.0,0.560543,0.394677,50.6454,0.080906,9.0,1.0,4.0,5.0,0.088785,0.035171
I091,20260821,0.601235,0.565684,50.0,0.586516,0.525987,20.170407,0.042005,9.0,5.0,2.0,7.0,0.169427,0.010353
I092,20260821,0.503153,0.492258,27.0,0.455721,0.526421,15.532735,0.179327,1.0,1.0,3.0,7.0,0.190469,0.038811
I093,20260821,0.580303,0.523205,77.0,0.518813,0.557768,80.752679,0.096389,3.0,2.0,5.0,1.0,0.158873,0.022903
I094,20260821,0.350595,0.404689,32.0,0.807499,0.416694,46.142471,0.299964,8.0,6.0,5.0,3.0,0.131879,0.04029
I095,20260821,0.286277,0.516069,49.0,0.538143,0.433901,36.491325,0.047926,7.0,5.0,4.0,7.0,0.120627,0.021758
I096,20260821,0.59942,0.484157,65.0,0.612349,0.572243,6.242967,0.103179,2.0,2.0,3.0,1.0,0.159423,0.043696
I097,20260821,0.392312,0.461952,55.0,0.598781,0.423733,50.185473,0.046604,11.0,2.0,1.0,5.0,0.141965,0.032325
I098,20260821,0.205051,0.418494,9.0,0.417999,0.344254,23.681805,0.050495,2.0,2.0,3.0,3.0,0.151717,0.037393
I099,20260821,0.256385,0.508043,47.0,0.77099,0.389737,18.577289,0.14542,9.0,3.0,3.0,1.0,0.144463,0.023109
I100,20260821,0.675487,0.456627,41.0,0.596169,0.634162,52.517353,0.004853,2.0,2.0,5.0,3.0,0.169068,0.036342
I101,20260821,0.151789,0.500629,32.0,0.711284,0.328423,17.358391,0.004988,11.0,1.0,3.0,1.0,0.111562,0.024748
I102,20260821,0.280216,0.672738,37.0,0.183094,0.386774,8.218687,0.087425,6.0,6.0,5.0,3.0,0.102873,0.029314
I103,20260821,0.205471,0.645279,36.0,0.543944,0.344971,27.036071,0.137325,9.0,3.0,4.0,8.0,0.111772,0.029347
I104,20260821,0.504233,0.485296,49.0,0.361158,0.502788,31.935421,0.208043,1.0,1.0,2.0,1.0,0.148076,0.016924
I105,20260821,0.470155,0.45086,30.0,0.511299,0.479086,33.788427,0.05098,6.0,6.0,4.0,6.0,0.125121,0.021344
I106,20260821,0.218145,0.418351,12.0,0.415679,0.323794,19.135794,0.078563,2.0,2.0,3.0,6.0,0.108522,0.018366
I107,20260821,0.382938,0.593421,70.0,0.495766,0.43202,44.970321,0.014151,1.0,1.0,3.0,4.0,0.129355,0.006016
I108,20260821,0.331375,0.425444,40.0,0.328934,0.433614,19.281698,0.13824,6.0,6.0,1.0,8.0,0.122327,0.027274
I109,20260821,0.567045,0.435167,51.0,0.725794,0.58688,29.707245,0.11102,10.0,5.0,1.0,6.0,0.136571,0.01856
I110,20260821,0.187853,0.475271,16.0,0.432207,0.333372,23.551709,0.219601,3.0,1.0,5.0,1.0,0.08209,0.034178
I111,20260821,0.554564,0.518057,20.0,0.636956,0.557617,6.224724,0.054898,10.0,5.0,1.0,6.0,0.169483,0.025154
I112,20260821,0.502122,0.635823,63.0,0.608138,0.487822,33.600328,0.101077,6.0,5.0,4.0,8.0,0.131336,0.001018
I113,20260821,0.55418,0.407288,10.0,0.555982,0.465742,37.571896,0.002712,5.0,4.0,1.0,1.0,0.150784,0.019244
I114,20260821,0.366579,0.380677,54.0,0.839024,0.403873,22.972201,0.194927,6.0,6.0,1.0,8.0,0.143152,0.012979
I115,20260821,0.903752,0.597291,25.0,0.456104,0.727557,32.027871,0.053029,11.0,5.0,3.0,2.0,0.195425,0.038454
I116,20260821,0.224895,0.454939,45.0,0.427087,0.344838,64.639792,0.066069,7.0,5.0,4.0,8.0,0.15316,0.016328
I117,20260821,0.338342,0.59077,43.0,0.19096,0.433338,5.086596,0.115802,5.0,5.0,2.0,8.0,0.143874,0.006839
I118,20260821,0.189081,0.547203,38.0,0.506871,0.335726,18.642122,0.233519,9.0,2.0,1.0,8.0,0.128215,0.006957
I119,20260821,0.29339,0.530038,71.0,0.630475,0.364081,52.770182,0.086505,8.0,7.0,5.0,8.0,0.102955,0.006313
I120,20260821,0.618303,0.465738,50.0,0.797244,0.612367,18.387222,0.11813,9.0,1.0,1.0,1.0,0.12492,0.015631
I121,20260821,0.473297,0.512619,41.0,0.684185,0.482508,45.724218,0.10466,11.0,1.0,5.0,4.0,0.157202,0.017556
I122,20260821,0.217737,0.673502,75.0,0.545819,0.297358,25.647637,0.122102,11.0,3.0,4.0,3.0,0.088849,0.014981
I123,20260821,0.208761,0.453252,75.0,0.6454,0.321504,48.883839,0.030902,3.0,3.0,4.0,3.0,0.108213,0.007419
I124,20260821,0.620585,0.497734,12.0,0.133261,0.548499,26.690499,0.081133,11.0,7.0,3.0,7.0,0.143906,0.009561
I125,20260821,0.505431,0.470284,31.0,0.288002,0.496972,49.476111,0.01037,10.0,5.0,1.0,1.0,0.15855,0.024171
I126,20260821,0.280126,0.468676,25.0,0.69348,0.309265,37.995146,0.01866,7.0,3.0,2.0,2.0,0.128884,0.026011
I127,20260821,0.665951,0.396186,12.0,0.304351,0.538055,89.749677,0.193354,2.0,2.0,4.0,2.0,0.173616,0.03833
I128,20260821,0.27437,0.371704,76.0,0.4395,0.38176,33.623742,0.32131,9.0,4.0,2.0,4.0,0.076879,0.006585
I129,20260821,0.179842,0.411169,54.0,0.26736,0.324771,18.227338,0.027654,11.0,3.0,2.0,2.0,0.16389,0.034598
I130,20260821,0.273572,0.553765,62.0,0.501325,0.355742,17.80284,0.100144,6.0,6.0,4.0,4.0,0.156153,0.034998
I131,20260821,0.610454,0.498136,66.0,0.466591,0.59271,16.225774,0.006428,4.0,4.0,3.0,1.0,0.157425,0.027826
I132,20260821,0.46732,0.438013,24.0,0.649851,0.493734,37.355824,0.093908,7.0,6.0,5.0,6.0,0.114406,0.015944
I133,20260821,0.312151,0.595872,62.0,0.642579,0.402088,38.733612,0.234641,9.0,5.0,1.0,6.0,0.149312,0.02356
I134,20260821,0.780258,0.504,76.0,0.204464,0.682329,33.973733,0.082539,2.0,2.0,1.0,5.0,0.163879,0.013441
I135,20260821,0.833796,0.442443,56.0,0.445604,0.600509,15.629566,0.088497,8.0,3.0,1.0,1.0,0.121848,0.029529
I136,20260821,0.176079,0.539457,57.0,0.718091,0.295279,4.740563,0.124893,2.0,2.0,5.0,3.0,0.102398,0.021057
I137,20260821,0.725954,0.3896,43.0,0.308597,0.607853,43.222309,0.026897,7.0,7.0,3.0,4.0,0.221354,0.032508
I138,20260821,0.083565,0.449665,63.0,0.272955,0.281885,59.232389,0.071913,6.0,3.0,4.0,4.0,0.070132,0.029814
I139,20260821,0.753126,0.612561,18.0,0.212675,0.639978,14.71493,0.210214,5.0,4.0,3.0,1.0,0.143071,0.016732
I140,20260821,0.137981,0.516342,9.0,0.428382,0.276018,28.351788,0.013705,3.0,3.0,5.0,2.0,0.135803,0.027031
I141,20260821,0.493143,0.417707,22.0,0.686037,0.494457,3.425184,0.049177,8.0,4.0,1.0,5.0,0.135124,0.011393
I142,20260821,0.367812,0.500412,70.0,0.576309,0.409863,81.570065,0.070986,4.0,3.0,2.0,3.0,0.157197,0.046298
I143,20260821,0.268283,0.443014,28.0,0.734158,0.389381,78.817487,0.106052,9.0,1.0,2.0,6.0,0.140631,0.019931
I144,20260821,0.234993,0.473344,39.0,0.532637,0.297936,19.997686,0.11213,11.0,2.0,4.0,6.0,0.103816,0.038746
I145,20260821,0.514037,0.396252,78.0,0.275436,0.506431,43.781165,0.111586,9.0,2.0,1.0,3.0,0.139863,0.019614
I146,20260821,0.342816,0.470193,23.0,0.674478,0.42771,23.704711,0.06838,3.0,3.0,5.0,2.0,0.122662,0.034675
I147,20260821,0.459707,0.396371,44.0,0.871798,0.460914,33.333168,0.063752,6.0,6.0,4.0,1.0,0.112542,0.038205
I148,20260821,0.178791,0.508796,71.0,0.732633,0.334714,29.702292,0.041776,6.0,1.0,3.0,4.0,0.120102,0.019655
I149,20260821,0.304081,0.492896,53.0,0.413362,0.382146,17.40597,0.140145,11.0,1.0,2.0,3.0,0.123275,0.021712
I150,20260821,0.36295,0.465092,79.0,0.74711,0.429992,16.773895,0.052615,1.0,1.0,4.0,7.0,0.142997,0.021624
I151,20260821,0.201381,0.574628,19.0,0.537599,0.309788,3.809086,0.079928,11.0,4.0,3.0,5.0,0.107777,0.03373
I152,20260821,0.554919,0.456291,79.0,0.401536,0.514906,22.883541,0.053636,5.0,5.0,3.0,1.0,0.121081,0.01442
I153,20260821,0.285892,0.402363,68.0,0.646296,0.422731,32.57147,0.035965,6.0,5.0,5.0,4.0,0.179407,0.020176
I154,20260821,0.744352,0.410812,79.0,0.617419,0.597286,27.464955,0.107117,9.0,4.0,1.0,6.0,0.179326,0.033797
I155,20260821,0.462441,0.566187,46.0,0.653276,0.490084,15.902227,0.212468,11.0,7.0,3.0,1.0,0.121353,0.022089
I156,20260821,0.446088,0.409573,9.0,0.387405,0.48545,44.715941,0.190194,1.0,1.0,5.0,8.0,0.124154,0.027429
I157,20260821,0.567048,0.584345,40.0,0.860599,0.598127,72.797675,0.018668,7.0,5.0,3.0,6.0,0.133003,0.027422
I158,20260821,0.332587,0.578701,60.0,0.804574,0.412737,34.313675,0.158569,11.0,4.0,1.0,4.0,0.111292,0.021279
I159,20260821,0.679283,0.469456,58.0,0.481822,0.613294,5.202935,0.214271,6.0,6.0,1.0,7.0,0.161262,0.012579
I160,20260821,0.601007,0.390659,74.0,0.889493,0.501036,51.241726,0.066235,6.0,6.0,1.0,8.0,0.160666,0.033973
I161,20260821,0.401648,0.463275,65.0,0.526056,0.428028,8.29739,0.037318,5.0,5.0,4.0,2.0,0.144499,0.019219
I162,20260821,0.468177,0.516991,33.0,0.478012,0.492166,66.692091,0.035288,7.0,3.0,2.0,3.0,0.144109,0.028425
I163,20260821,0.354184,0.646553,33.0,0.485606,0.435743,26.050368,0.029147,7.0,3.0,2.0,2.0,0.158191,0.026904
I164,20260821,0.198281,0.442951,35.0,0.238703,0.331334,40.687032,0.009993,3.0,3.0,5.0,6.0,0.107835,0.017722
I165,20260821,0.759351,0.388976,66.0,0.397416,0.669514,61.909845,0.160728,6.0,5.0,5.0,5.0,0.193567,0.047848
I166,20260821,0.500969,0.429891,40.0,0.521204,0.471612,60.961687,0.1657,8.0,3.0,4.0,7.0,0.128778,0.006685
I167,20260821,0.087765,0.597119,57.0,0.600069,0.326523,95.167446,0.054407,11.0,1.0,3.0,2.0,0.124484,0.025241
I168,20260821,0.463286,0.528959,24.0,0.512149,0.493251,19.332554,0.137782,11.0,6.0,4.0,3.0,0.155517,0.029715
I169,20260821,0.069741,0.330061,32.0,0.458365,0.253832,7.595595,0.125566,3.0,2.0,5.0,7.0,0.106429,0.009807
I170,20260821,0.660543,0.60309,63.0,0.386012,0.580288,5.861261,0.127894,11.0,3.0,1.0,3.0,0.159178,0.016666
I171,20260821,0.678524,0.518741,34.0,0.676987,0.604208,20.017276,0.088226,4.0,4.0,4.0,5.0,0.194244,0.031006
I172,20260821,0.211661,0.421266,48.0,0.764925,0.338283,2.374238,0.006913,6.0,6.0,4.0,2.0,0.106409,0.02487
I173,20260821,0.778037,0.597466,40.0,0.689706,0.60012,12.155142,0.087987,9.0,7.0,4.0,6.0,0.188297,0.03236
I174,20260821,0.464529,0.546801,39.0,0.455696,0.477029,47.243356,0.069683,4.0,4.0,5.0,5.0,0.155425,0.01245
I175,20260821,0.25422,0.438131,45.0,0.76433,0.434148,44.65649,0.015947,7.0,4.0,3.0,8.0,0.144966,0.026466
I176,20260821,0.470163,0.550731,33.0,0.165716,0.519718,41.587552,0.082866,10.0,4.0,4.0,5.0,0.163906,0.031809
I177,20260821,0.207596,0.646265,65.0,0.631456,0.369078,104.28753,0.06896,8.0,3.0,1.0,4.0,0.149295,0.025969
I178,20260821,0.551925,0.589361,61.0,0.78137,0.551787,21.925298,0.043729,9.0,2.0,4.0,2.0,0.1406,0.002837
I179,20260821,0.361291,0.45961,26.0,0.957188,0.45419,48.296964,0.061031,8.0,1.0,1.0,7.0,0.120261,0.025144
I180,20260821,0.867173,0.59412,24.0,0.514456,0.646204,4.498607,0.007942,6.0,2.0,3.0,4.0,0.15392,0.031809
I181,20260821,0.12586,0.287328,45.0,0.733676,0.279301,7.737128,0.07711,11.0,3.0,4.0,5.0,0.107167,0.016728
I182,20260821,0.043803,0.474979,49.0,0.074884,0.238966,17.613659,0.157319,1.0,1.0,3.0,8.0,0.095528,0.041463
I183,20260821,0.713099,0.513939,38.0,0.338214,0.602194,53.405298,0.026198,7.0,4.0,3.0,8.0,0.156293,0.035883
I184,20260821,0.319853,0.614747,46.0,0.399906,0.381868,33.478143,0.01376,10.0,1.0,4.0,5.0,0.115992,0.019893
I185,20260821,0.458095,0.448753,57.0,0.481525,0.483775,15.535879,0.296899,2.0,2.0,4.0,8.0,0.122204,0.024187
I186,20260821,0.828345,0.454523,13.0,0.387386,0.644797,20.889911,0.055671,1.0,1.0,3.0,7.0,0.179409,0.015313
I187,20260821,0.63587,0.40659,56.0,0.457926,0.549646,47.825996,0.123087,11.0,4.0,3.0,1.0,0.159939,0.016828
I188,20260821,0.538702,0.491847,58.0,0.630836,0.528389,8.177654,0.052325,4.0,4.0,3.0,3.0,0.145233,0.020843
I189,20260821,0.38199,0.468228,36.0,0.17893,0.449518,26.065708,0.014502,6.0,6.0,3.0,4.0,0.116586,0.032661
I190,20260821,0.403362,0.499937,67.0,0.57033,0.451674,22.859754,0.082856,4.0,4.0,2.0,4.0,0.135591,0.029774
I191,20260821,0.569774,0.629996,41.0,0.348232,0.549563,67.648471,0.069189,8.0,3.0,3.0,5.0,0.186654,0.027051
I192,20260821,0.184569,0.573545,30.0,0.624619,0.3287,46.484233,0.062681,9.0,4.0,5.0,2.0,0.103312,0.015241
I193,20260821,0.818225,0.546367,24.0,0.619413,0.636804,7.967545,0.059898,11.0,6.0,2.0,4.0,0.19958,0.017526
I194,20260821,0.360774,0.359939,63.0,0.342104,0.335342,34.882958,0.086794,9.0,2.0,2.0,6.0,0.1681,0.022222
I195,20260821,0.540111,0.455871,45.0,0.340604,0.477627,34.8944,0.15463,11.0,2.0,5.0,4.0,0.095489,0.028984
I196,20260821,0.646213,0.415334,12.0,0.780554,0.563306,32.589635,0.065396,2.0,2.0,2.0,5.0,0.155368,0.022528
I197,20260821,0.271944,0.47604,53.0,0.416171,0.384298,12.39966,0.238855,9.0,1.0,2.0,7.0,0.075805,0.031317
I198,20260821,0.189587,0.509008,70.0,0.62343,0.324506,32.931996,0.078185,9.0,6.0,3.0,8.0,0.102092,0.027555
I199,20260821,0.369098,0.532866,78.0,0.321219,0.403033,21.083009,0.16243,5.0,1.0,1.0,4.0,0.119874,0.032033
I200,20260821,0.836592,0.427919,70.0,0.579933,0.673252,30.457911,0.073683,3.0,3.0,5.0,3.0,0.1787,0.003622
