item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260825,0.518805,0.581766,26.0,0.331662,0.550441,61.180916,0.16546,3.0,3.0,3.0,4.0,0.164575,0.027133
I001,20260825,0.59944,0.537503,70.0,0.468304,0.588236,47.962269,0.103078,5.0,1.0,1.0,1.0,0.226692,0.033904
I002,20260825,0.013142,0.570923,36.0,0.744978,0.274356,6.803194,0.097855,6.0,5.0,2.0,6.0,0.116758,0.017151
I003,20260825,0.784741,0.553428,56.0,0.436152,0.668444,19.951225,0.026012,9.0,7.0,1.0,2.0,0.236135,0.042456
I004,20260825,0.352802,0.554105,12.0,0.399108,0.397149,25.197595,0.090772,6.0,1.0,4.0,5.0,0.169738,0.039755
I005,20260825,0.498206,0.643217,13.0,0.705823,0.568711,51.458966,0.09366,1.0,1.0,1.0,8.0,0.201425,0.028642
I006,20260825,0.586582,0.537485,46.0,0.898564,0.56017,15.314012,0.289123,7.0,1.0,4.0,7.0,0.215226,0.039007
I007,20260825,0.564839,0.4387,17.0,0.8889,0.583541,10.476072,0.275887,7.0,7.0,2.0,1.0,0.206373,0.023068
I008,20260825,0.718185,0.427475,16.0,0.836705,0.65982,29.436308,0.181278,1.0,1.0,1.0,8.0,0.250271,0.023698
I009,20260825,0.621465,0.649947,34.0,0.845399,0.659258,26.385579,0.096019,4.0,1.0,2.0,6.0,0.218221,0.028721
I010,20260825,0.533399,0.491232,49.0,0.532429,0.534645,50.198766,0.110652,4.0,2.0,5.0,1.0,0.193231,0.025543
I011,20260825,0.654626,0.824158,37.0,0.618904,0.639981,33.408252,0.044754,1.0,1.0,4.0,7.0,0.190546,0.020915
I012,20260825,0.390389,0.575754,57.0,0.672071,0.443873,51.99084,0.10159,5.0,5.0,4.0,2.0,0.175986,0.023621
I013,20260825,0.305845,0.702222,69.0,0.666491,0.443577,9.009266,0.059595,8.0,6.0,2.0,8.0,0.148873,0.033821
I014,20260825,0.504735,0.465208,62.0,0.37315,0.507527,23.111653,0.223807,11.0,4.0,5.0,2.0,0.20168,0.036255
I015,20260825,0.306254,0.633955,50.0,0.766936,0.451272,11.560052,0.041592,2.0,2.0,5.0,8.0,0.20565,0.030933
I016,20260825,0.85521,0.560129,48.0,0.438145,0.723676,48.308171,0.022643,7.0,4.0,1.0,7.0,0.226796,0.049822
I017,20260825,0.102483,0.546963,54.0,0.480774,0.383138,6.447669,0.175756,10.0,6.0,4.0,7.0,0.167902,0.05187
I018,20260825,0.53834,0.671836,62.0,0.66455,0.550041,48.903853,0.184699,10.0,3.0,5.0,2.0,0.188248,0.014751
I019,20260825,0.31704,0.56396,75.0,0.187462,0.4395,25.609673,0.113604,7.0,7.0,4.0,7.0,0.192802,0.040986
I020,20260825,0.31387,0.566339,12.0,0.496299,0.424839,39.123798,0.001492,9.0,6.0,3.0,4.0,0.186012,0.039546
I021,20260825,0.706923,0.564581,9.0,0.63025,0.643062,4.654079,0.225587,5.0,2.0,1.0,8.0,0.217663,0.035234
I022,20260825,0.39951,0.559067,16.0,0.658348,0.481805,48.09795,0.048115,11.0,1.0,3.0,6.0,0.190267,0.036725
I023,20260825,0.210984,0.592982,44.0,0.837361,0.40949,28.434576,0.088346,11.0,4.0,1.0,6.0,0.18554,0.044428
I024,20260825,0.873065,0.549403,15.0,0.640389,0.738074,8.062069,0.085191,11.0,5.0,3.0,5.0,0.236749,0.030084
