item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260814,0.518805,0.251141,26.0,0.219526,0.194163,57.625728,0.281159,3.0,3.0,3.0,7.0,0.099652,0.053154
I001,20260814,0.364758,1.0,9.0,0.744978,0.460151,69.051426,0.071809,1.0,1.0,4.0,2.0,0.175326,0.016718
I002,20260814,0.784741,0.189435,62.0,0.609573,0.282235,21.964411,0.069575,7.0,7.0,5.0,3.0,0.121313,0.030845
I003,20260814,0.33831,0.334961,73.0,0.373648,0.080493,17.411533,0.069449,11.0,3.0,3.0,4.0,0.101985,0.014978
I004,20260814,0.602886,0.48695,72.0,0.416683,0.355491,62.005377,0.141269,2.0,1.0,1.0,8.0,0.119347,0.029935
I005,20260814,0.393238,0.109168,36.0,0.518633,0.082319,27.991553,0.352454,5.0,1.0,1.0,2.0,0.007178,0.059367
I006,20260814,0.43309,0.254294,10.0,0.188644,0.196289,11.627866,0.130092,9.0,5.0,5.0,4.0,0.057644,0.014266
I007,20260814,0.74273,0.164896,47.0,0.27266,0.370682,15.122544,0.061479,4.0,3.0,3.0,1.0,0.148637,0.026906
I008,20260814,0.314303,0.521803,12.0,0.865194,0.324508,29.909534,0.121738,10.0,2.0,4.0,2.0,0.119718,0.030711
I009,20260814,0.622707,0.549193,78.0,0.589313,0.318968,16.556381,0.1054,6.0,6.0,4.0,5.0,0.116399,0.038174
I010,20260814,0.548397,0.503889,30.0,0.766936,0.369038,6.618447,0.294339,7.0,7.0,5.0,5.0,0.100287,0.044092
I011,20260814,0.85521,0.43523,67.0,0.144414,0.609255,8.743564,0.221086,7.0,7.0,4.0,7.0,0.130013,0.043815
I012,20260814,0.166489,0.444966,12.0,0.66455,0.104901,8.644503,0.030201,9.0,3.0,5.0,2.0,0.056642,0.007668
I013,20260814,0.31704,0.183256,65.0,0.483489,0.113323,9.947278,0.275704,7.0,6.0,5.0,8.0,0.047934,0.055927
I014,20260814,0.304275,1.0,40.0,0.116409,0.238114,38.294653,0.003059,10.0,6.0,4.0,1.0,0.06628,0.0
I015,20260814,0.284666,0.604403,12.0,0.234698,0.19441,17.329421,0.05234,11.0,4.0,4.0,3.0,0.049082,0.008879
I016,20260814,0.475309,0.749535,61.0,0.091735,0.354479,11.812969,0.433917,8.0,4.0,4.0,4.0,0.064907,0.068576
I017,20260814,0.629338,0.58936,71.0,0.946263,0.220913,44.088479,0.115474,2.0,1.0,5.0,3.0,0.113944,0.038249
I018,20260814,0.356583,0.812018,54.0,0.922878,0.256043,6.389223,0.062306,4.0,4.0,3.0,1.0,0.037133,0.006822
I019,20260814,0.375823,0.473621,20.0,0.141346,0.346996,51.800099,0.356528,6.0,6.0,5.0,2.0,0.016497,0.074099
I020,20260814,0.115026,0.216329,54.0,0.204263,0.184367,37.433154,0.032213,7.0,3.0,1.0,1.0,0.083724,0.010131
