item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260823,0.444666,0.315944,34.0,0.639572,0.518429,31.640492,0.006803,10.0,1.0,2.0,6.0,0.267511,0.046239
I001,20260823,0.385081,0.793341,74.0,0.555309,0.518605,67.850867,0.135145,4.0,4.0,2.0,8.0,0.269852,0.041611
I002,20260823,0.348905,0.680822,49.0,0.569141,0.562483,47.564107,0.038347,6.0,2.0,2.0,5.0,0.255252,0.051529
I003,20260823,0.756998,0.232999,60.0,0.120086,0.347274,95.897613,0.034445,7.0,6.0,1.0,7.0,0.319031,0.044879
I004,20260823,0.701812,0.982712,28.0,0.695211,0.563938,65.974382,0.086731,9.0,1.0,4.0,5.0,0.31238,0.046729
I005,20260823,0.389375,0.503232,70.0,0.735442,0.56623,34.361439,0.112087,6.0,4.0,5.0,8.0,0.249663,0.042012
I006,20260823,0.442194,0.425565,50.0,0.067548,0.276623,20.369424,0.140328,11.0,4.0,3.0,7.0,0.255958,0.038807
I007,20260823,0.175609,0.410975,78.0,0.483789,0.606094,23.250032,0.074358,10.0,6.0,5.0,4.0,0.215949,0.048473
I008,20260823,0.588125,0.692387,77.0,0.344955,0.302136,72.954116,0.162275,10.0,2.0,4.0,2.0,0.277783,0.035592
I009,20260823,0.295622,0.764019,62.0,0.312834,0.336391,81.824299,0.047061,9.0,1.0,5.0,5.0,0.227785,0.03874
I010,20260823,0.091356,0.506231,26.0,0.681437,0.441014,12.880718,0.010584,5.0,2.0,2.0,5.0,0.22884,0.050145
I011,20260823,0.420619,0.192891,8.0,0.692347,0.341606,119.757716,0.104095,5.0,5.0,1.0,2.0,0.247804,0.052408
I012,20260823,0.270829,0.227,58.0,0.375706,0.337315,27.529426,0.069028,11.0,1.0,3.0,1.0,0.236916,0.037279
I013,20260823,0.217004,0.43738,75.0,0.273187,0.497427,73.882995,0.075124,7.0,6.0,5.0,4.0,0.209153,0.032851
I014,20260823,0.622983,0.720498,8.0,0.364246,0.563283,41.209744,0.029562,8.0,6.0,1.0,2.0,0.297359,0.040988
I015,20260823,0.247811,0.290266,67.0,0.409224,0.423839,30.827184,0.00375,11.0,7.0,3.0,8.0,0.223314,0.041976
