item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260828,0.518805,0.609714,26.0,0.331662,0.576934,45.622453,0.014177,3.0,3.0,3.0,4.0,0.240073,0.057007
I001,20260828,0.59944,0.713173,70.0,0.468304,0.612283,25.469722,0.159341,5.0,1.0,1.0,1.0,0.22445,0.033434
I002,20260828,0.013142,0.512411,36.0,0.744978,0.33197,106.589144,0.021939,6.0,5.0,2.0,6.0,0.187629,0.045569
I003,20260828,0.784741,0.60986,56.0,0.436152,0.695088,37.450319,0.042032,9.0,7.0,1.0,2.0,0.270972,0.036027
I004,20260828,0.352802,0.545506,12.0,0.399108,0.464851,35.468471,0.068639,6.0,1.0,4.0,5.0,0.205538,0.040417
I005,20260828,0.498206,0.653923,13.0,0.705823,0.507987,46.427443,0.037629,1.0,1.0,1.0,8.0,0.238426,0.03059
I006,20260828,0.586582,0.637174,46.0,0.898564,0.607786,14.826253,0.190149,7.0,1.0,4.0,7.0,0.219851,0.05011
I007,20260828,0.564839,0.703971,17.0,0.8889,0.625528,13.604643,0.238392,7.0,7.0,2.0,1.0,0.205113,0.034834
I008,20260828,0.718185,0.661163,16.0,0.836705,0.7272,16.880777,0.089935,1.0,1.0,1.0,8.0,0.236121,0.049537
I009,20260828,0.621465,0.468005,34.0,0.845399,0.606537,22.44967,0.143379,4.0,1.0,2.0,6.0,0.221232,0.038589
I010,20260828,0.533399,0.690015,49.0,0.532429,0.625214,12.020132,0.312913,4.0,2.0,5.0,1.0,0.234761,0.048544
I011,20260828,0.654626,0.554776,37.0,0.618904,0.592045,57.684715,0.022008,1.0,1.0,4.0,7.0,0.220488,0.049159
I012,20260828,0.390389,0.713477,57.0,0.672071,0.481615,45.684084,0.092837,5.0,5.0,4.0,2.0,0.228581,0.042537
I013,20260828,0.305845,0.670137,69.0,0.666491,0.475673,56.746276,0.125036,8.0,6.0,2.0,8.0,0.19532,0.041672
I014,20260828,0.504735,0.641412,62.0,0.37315,0.575117,37.244459,0.020324,11.0,4.0,5.0,2.0,0.202037,0.041443
I015,20260828,0.306254,0.638419,50.0,0.766936,0.434755,27.468951,0.123698,2.0,2.0,5.0,8.0,0.202095,0.036271
I016,20260828,0.85521,0.589094,48.0,0.438145,0.749348,33.000107,0.021495,7.0,4.0,1.0,7.0,0.272495,0.037174
I017,20260828,0.102483,0.622296,54.0,0.480774,0.318826,14.890286,0.137687,10.0,6.0,4.0,7.0,0.154321,0.037439
I018,20260828,0.53834,0.611766,62.0,0.66455,0.545579,5.610227,0.048493,10.0,3.0,5.0,2.0,0.225367,0.069883
I019,20260828,0.31704,0.738368,75.0,0.187462,0.468281,10.530585,0.004177,7.0,7.0,4.0,7.0,0.213549,0.044364
I020,20260828,0.31387,0.53588,12.0,0.496299,0.441704,37.825284,0.168419,9.0,6.0,3.0,4.0,0.169255,0.023469
I021,20260828,0.706923,0.570362,9.0,0.63025,0.674317,16.423619,0.077891,5.0,2.0,1.0,8.0,0.249821,0.045548
I022,20260828,0.39951,0.561426,16.0,0.658348,0.478816,6.554301,0.051148,11.0,1.0,3.0,6.0,0.179751,0.044286
I023,20260828,0.210984,0.750254,44.0,0.837361,0.359082,44.339695,0.100554,11.0,4.0,1.0,6.0,0.17973,0.04922
I024,20260828,0.873065,0.663268,15.0,0.640389,0.757813,21.903403,0.054775,11.0,5.0,3.0,5.0,0.326434,0.037274
I025,20260828,0.19519,0.669627,38.0,0.606139,0.435017,22.458023,0.095211,1.0,1.0,5.0,5.0,0.152049,0.028817
I026,20260828,0.218508,0.657255,78.0,0.783881,0.356756,14.366405,0.053895,10.0,2.0,5.0,4.0,0.187587,0.053502
I027,20260828,0.193587,0.719761,67.0,0.289834,0.453938,66.527478,0.022916,8.0,1.0,5.0,6.0,0.132554,0.057294
I028,20260828,0.086067,0.566211,74.0,0.75293,0.3452,5.621024,0.072798,9.0,1.0,2.0,7.0,0.164559,0.033739
I029,20260828,0.402576,0.720979,56.0,0.71067,0.547883,14.512201,0.043042,3.0,3.0,3.0,6.0,0.205392,0.035086
I030,20260828,0.455419,0.653412,73.0,0.766105,0.546395,9.350841,0.196078,2.0,2.0,2.0,6.0,0.201386,0.038404
I031,20260828,0.622599,0.653319,41.0,0.333992,0.648859,6.430313,0.054333,8.0,3.0,4.0,5.0,0.23768,0.027253
I032,20260828,0.914907,0.655008,60.0,0.40544,0.771044,34.273444,0.058277,1.0,1.0,4.0,7.0,0.249656,0.053968
I033,20260828,0.442205,0.52181,20.0,0.585166,0.521563,52.152797,0.165792,10.0,5.0,3.0,6.0,0.191516,0.051164
I034,20260828,0.348318,0.730131,21.0,0.821569,0.49398,35.549755,0.082027,6.0,5.0,2.0,2.0,0.191797,0.046045
I035,20260828,0.033995,0.753303,29.0,0.318976,0.323643,37.307607,0.075551,8.0,4.0,3.0,6.0,0.155914,0.033451
I036,20260828,0.538601,0.712537,40.0,0.715452,0.586236,44.800413,0.137549,5.0,5.0,3.0,4.0,0.196351,0.033463
I037,20260828,0.6423,0.714186,72.0,0.968198,0.607706,42.943502,0.027233,4.0,3.0,5.0,3.0,0.234456,0.043755
I038,20260828,0.100175,0.697317,73.0,0.198741,0.366107,19.227869,0.171038,6.0,6.0,1.0,7.0,0.148808,0.029256
I039,20260828,0.538164,0.592689,54.0,0.452625,0.507144,21.65722,0.06797,1.0,1.0,1.0,1.0,0.225046,0.041436
I040,20260828,0.334114,0.732773,10.0,0.560906,0.49235,7.016213,0.110501,1.0,1.0,2.0,5.0,0.197574,0.028577
I041,20260828,0.208416,0.548956,23.0,0.610412,0.405675,55.240722,0.122344,8.0,5.0,1.0,5.0,0.206738,0.051141
I042,20260828,0.389513,0.67857,65.0,0.390991,0.485844,38.214177,0.070391,6.0,1.0,5.0,4.0,0.206629,0.028893
I043,20260828,0.250297,0.657781,65.0,0.130023,0.391987,109.733482,0.289899,10.0,5.0,3.0,4.0,0.220784,0.042443
I044,20260828,0.304436,0.658701,47.0,0.374499,0.425682,78.33087,0.06761,11.0,5.0,4.0,4.0,0.210071,0.044733
I045,20260828,0.431077,0.654342,30.0,0.345182,0.491022,23.590096,0.263295,2.0,2.0,1.0,3.0,0.212366,0.045554
I046,20260828,0.254792,0.499938,73.0,0.479478,0.431541,41.816737,0.253763,10.0,2.0,5.0,5.0,0.193589,0.047364
I047,20260828,0.283679,0.662962,76.0,0.586829,0.470415,29.126034,0.014406,2.0,2.0,3.0,5.0,0.191946,0.067959
I048,20260828,0.228445,0.691686,9.0,0.807316,0.442498,20.273273,0.02362,3.0,3.0,4.0,2.0,0.179092,0.036609
I049,20260828,0.487677,0.428045,39.0,0.392926,0.557979,45.064584,0.058691,7.0,6.0,4.0,7.0,0.225178,0.045877
I050,20260828,0.369773,0.719451,39.0,0.500886,0.541956,7.748658,0.091702,2.0,2.0,5.0,7.0,0.169217,0.028286
I051,20260828,0.28892,0.671036,45.0,0.148864,0.450993,8.900262,0.024077,8.0,7.0,1.0,6.0,0.198769,0.043125
I052,20260828,0.382404,0.620905,15.0,0.266106,0.518696,47.64527,0.040185,6.0,4.0,1.0,7.0,0.211413,0.05019
I053,20260828,0.255385,0.608335,14.0,0.180919,0.440913,28.238318,0.221651,11.0,5.0,3.0,3.0,0.215625,0.045331
I054,20260828,0.240894,0.685126,13.0,0.661059,0.415532,10.566495,0.027505,1.0,1.0,5.0,7.0,0.168293,0.041069
I055,20260828,0.125764,0.70665,44.0,0.674049,0.335783,76.90094,0.05167,10.0,5.0,5.0,4.0,0.191049,0.03237
I056,20260828,0.446466,0.641453,33.0,0.820927,0.522648,10.535408,0.35191,2.0,2.0,1.0,5.0,0.202475,0.044104
I057,20260828,0.652771,0.595485,28.0,0.623093,0.65009,106.463476,0.131163,9.0,4.0,5.0,1.0,0.272673,0.052002
I058,20260828,0.58434,0.730517,20.0,0.749605,0.63359,22.024701,0.178526,2.0,1.0,3.0,6.0,0.247148,0.029244
I059,20260828,0.252282,0.739811,28.0,0.331797,0.431061,64.423007,0.013201,11.0,4.0,2.0,7.0,0.167533,0.038378
I060,20260828,0.467392,0.755563,60.0,0.691953,0.495037,28.915461,0.035531,11.0,6.0,2.0,2.0,0.208803,0.040059
I061,20260828,0.512075,0.707444,8.0,0.514892,0.565177,25.908146,0.169951,7.0,6.0,3.0,6.0,0.221201,0.053198
I062,20260828,0.1957,0.494268,11.0,0.539776,0.37203,71.487317,0.117036,2.0,2.0,5.0,7.0,0.184977,0.023753
I063,20260828,0.192039,0.637916,52.0,0.367325,0.334413,17.66202,0.113308,6.0,6.0,4.0,4.0,0.162394,0.043378
I064,20260828,0.199898,0.650944,10.0,0.426539,0.443403,16.175042,0.020435,8.0,4.0,2.0,4.0,0.176835,0.042939
I065,20260828,0.381421,0.768263,63.0,0.845951,0.462743,13.553896,0.274189,3.0,3.0,5.0,5.0,0.205607,0.035125
I066,20260828,0.264002,0.568799,77.0,0.080967,0.410927,6.693036,0.008083,10.0,6.0,1.0,5.0,0.194983,0.033317
I067,20260828,0.099938,0.509433,43.0,0.287428,0.350432,89.53669,0.383054,1.0,1.0,4.0,6.0,0.157353,0.037448
I068,20260828,0.487763,0.523775,40.0,0.665303,0.61108,19.995346,0.062185,8.0,7.0,4.0,2.0,0.215858,0.042867
I069,20260828,0.356373,0.690187,74.0,0.351159,0.480446,13.564132,0.068747,2.0,2.0,1.0,3.0,0.171736,0.048844
I070,20260828,0.741248,0.697318,15.0,0.778589,0.593393,46.403371,0.035902,11.0,2.0,3.0,7.0,0.216834,0.046738
I071,20260828,0.536311,0.50258,47.0,0.130142,0.58944,47.036854,0.076004,3.0,3.0,3.0,7.0,0.259119,0.052885
I072,20260828,0.616546,0.671548,24.0,0.511323,0.639624,31.032212,0.094754,3.0,3.0,2.0,4.0,0.243364,0.024623
I073,20260828,0.58026,0.804644,17.0,0.896529,0.575375,30.808151,0.078328,6.0,6.0,3.0,5.0,0.2333,0.055157
I074,20260828,0.626622,0.734264,77.0,0.621118,0.584262,12.087674,0.003033,8.0,4.0,5.0,2.0,0.230212,0.046009
I075,20260828,0.180399,0.732031,37.0,0.527577,0.393849,56.14159,0.043732,2.0,2.0,3.0,3.0,0.1597,0.033491
I076,20260828,0.728668,0.649648,76.0,0.246415,0.677457,32.786666,0.209936,10.0,4.0,5.0,2.0,0.243725,0.056073
I077,20260828,0.68169,0.727456,32.0,0.240371,0.629008,33.373496,0.041393,3.0,1.0,4.0,6.0,0.248688,0.033858
I078,20260828,0.091141,0.593831,55.0,0.546422,0.361288,44.838317,0.043542,5.0,1.0,1.0,5.0,0.151244,0.04511
I079,20260828,0.422869,0.518273,46.0,0.934358,0.570138,83.488305,0.009049,2.0,1.0,5.0,2.0,0.182599,0.033966
I080,20260828,0.192689,0.604321,79.0,0.831164,0.389052,26.238572,0.146166,4.0,4.0,1.0,4.0,0.166768,0.033355
I081,20260828,0.72508,0.660516,38.0,0.813796,0.638249,11.79403,0.146206,2.0,1.0,4.0,3.0,0.215335,0.035463
I082,20260828,0.382252,0.547573,46.0,0.820624,0.531891,48.954917,0.13617,3.0,3.0,1.0,4.0,0.186404,0.026534
I083,20260828,0.682924,0.550923,58.0,0.520475,0.628954,46.112085,0.135605,11.0,1.0,2.0,7.0,0.252584,0.030576
I084,20260828,0.462796,0.774133,62.0,0.773796,0.592245,25.216597,0.067195,1.0,1.0,1.0,8.0,0.202059,0.038264
I085,20260828,0.248123,0.572917,28.0,0.544484,0.414982,2.766957,0.166376,9.0,6.0,4.0,8.0,0.180446,0.038596
I086,20260828,0.352052,0.705233,63.0,0.666683,0.477329,31.994609,0.118756,3.0,1.0,1.0,8.0,0.209743,0.022474
I087,20260828,0.459422,0.526124,59.0,0.95421,0.53492,97.718003,0.035023,2.0,2.0,4.0,8.0,0.21676,0.046034
I088,20260828,0.58986,0.594495,44.0,0.731965,0.615102,29.316291,0.463453,8.0,7.0,1.0,1.0,0.23806,0.037808
I089,20260828,0.216797,0.710184,46.0,0.263156,0.384951,8.220818,0.005667,11.0,7.0,4.0,1.0,0.164224,0.036153
I090,20260828,0.264092,0.380842,56.0,0.560543,0.349687,18.572119,0.054409,9.0,1.0,4.0,5.0,0.142786,0.04544
I091,20260828,0.601235,0.640523,50.0,0.586516,0.588805,12.515223,0.151681,9.0,5.0,2.0,7.0,0.23566,0.055274
I092,20260828,0.503153,0.654167,27.0,0.455721,0.587803,7.318113,0.14475,1.0,1.0,3.0,7.0,0.217572,0.037799
I093,20260828,0.580303,0.664637,77.0,0.518813,0.57765,30.554705,0.119937,3.0,2.0,5.0,1.0,0.204036,0.041695
I094,20260828,0.350595,0.614138,32.0,0.807499,0.40974,42.683386,0.161668,8.0,6.0,5.0,3.0,0.17807,0.048171
I095,20260828,0.286277,0.639737,49.0,0.538143,0.446201,86.493893,0.158253,7.0,5.0,4.0,7.0,0.21215,0.044523
I096,20260828,0.59942,0.591954,65.0,0.612349,0.647025,3.199619,0.049796,2.0,2.0,3.0,1.0,0.207351,0.043359
I097,20260828,0.392312,0.639823,55.0,0.598781,0.51015,98.80964,0.028441,11.0,2.0,1.0,5.0,0.228908,0.024196
I098,20260828,0.205051,0.673668,9.0,0.417999,0.411628,36.189763,0.006358,2.0,2.0,3.0,3.0,0.16034,0.038091
