item_id,dt,quality,freshness,title_len,author_score,hist_ctr,dwell_sec,share_rate,tag_n,tag_unique_n,catalog_type_n,bundle_seq_n,like_per_exp,share_per_exp
I000,20260824,0.518805,0.30075,26.0,0.219526,0.45742,24.527328,0.10561,3.0,3.0,3.0,7.0,0.124285,0.022656
I001,20260824,0.364758,0.718802,9.0,0.744978,0.359822,69.58004,0.042886,1.0,1.0,4.0,2.0,0.128287,0.0
I002,20260824,0.784741,0.169112,62.0,0.609573,0.511414,7.330603,0.164357,7.0,7.0,5.0,3.0,0.08684,0.027404
I003,20260824,0.33831,0.315349,73.0,0.373648,0.507011,13.197032,0.056563,11.0,3.0,3.0,4.0,0.098091,0.013561
I004,20260824,0.602886,0.372041,72.0,0.416683,0.382321,34.675447,0.118335,2.0,1.0,1.0,8.0,0.116072,0.026616
I005,20260824,0.393238,0.083705,36.0,0.518633,0.191895,9.63149,0.167068,5.0,1.0,1.0,2.0,0.061766,0.039533
I006,20260824,0.43309,0.196789,10.0,0.188644,0.31529,5.672908,0.041775,9.0,5.0,5.0,4.0,0.027049,0.014694
I007,20260824,0.74273,0.146921,47.0,0.27266,0.567408,5.940104,0.067045,4.0,3.0,3.0,1.0,0.092745,0.023681
I008,20260824,0.314303,0.652345,12.0,0.865194,0.562319,26.803468,0.084634,10.0,2.0,4.0,2.0,0.148607,0.019239
I009,20260824,0.622707,0.773478,78.0,0.589313,0.482582,49.926489,0.050631,6.0,6.0,4.0,5.0,0.114257,0.016052
I010,20260824,0.548397,0.248515,30.0,0.766936,0.462909,42.155944,0.093188,7.0,7.0,5.0,5.0,0.092331,0.018206
I011,20260824,0.85521,0.399825,67.0,0.144414,0.462871,7.65803,0.135034,7.0,7.0,4.0,7.0,0.112892,0.023088
I012,20260824,0.166489,0.292124,12.0,0.66455,0.319387,10.630565,0.138946,9.0,3.0,5.0,2.0,0.040327,0.021919
I013,20260824,0.31704,0.23796,65.0,0.483489,0.447656,5.738505,0.088892,7.0,6.0,5.0,8.0,0.138928,0.035976
I014,20260824,0.304275,0.932818,40.0,0.116409,0.309415,58.041012,0.115797,10.0,6.0,4.0,1.0,0.103331,0.019734
I015,20260824,0.284666,0.652807,12.0,0.234698,0.182369,4.594206,0.007617,11.0,4.0,4.0,3.0,0.023081,0.013456
I016,20260824,0.475309,1.0,61.0,0.091735,0.414076,18.609418,0.204566,8.0,4.0,4.0,4.0,0.058565,0.045111
I017,20260824,0.629338,0.653814,71.0,0.946263,0.556214,55.425542,0.266926,2.0,1.0,5.0,3.0,0.141905,0.052852
I018,20260824,0.356583,0.938371,54.0,0.922878,0.363602,43.37257,0.126455,4.0,4.0,3.0,1.0,0.067988,0.027786
I019,20260824,0.375823,0.484045,20.0,0.141346,0.524805,16.229598,0.120536,6.0,6.0,5.0,2.0,0.019088,0.03199
I020,20260824,0.115026,0.066368,54.0,0.204263,0.356983,54.396334,0.045839,7.0,3.0,1.0,1.0,0.069084,0.013474
I021,20260824,0.209519,0.343193,20.0,0.72538,0.321146,16.75297,0.11699,5.0,1.0,3.0,6.0,0.096824,0.021922
I022,20260824,0.077354,0.837773,22.0,0.489481,0.32201,21.784959,0.054403,3.0,3.0,5.0,2.0,0.035048,0.004121
I023,20260824,0.494825,0.251016,26.0,0.821569,0.27512,29.23214,0.295273,7.0,1.0,4.0,3.0,0.107442,0.044771
I024,20260824,0.033995,0.792086,54.0,0.708421,0.442979,36.219986,0.141377,2.0,2.0,2.0,5.0,0.078535,0.029681
I025,20260824,0.557863,0.907426,47.0,0.612497,0.313195,15.329877,0.090915,9.0,6.0,2.0,1.0,0.102714,0.015992
I026,20260824,0.390665,0.48954,26.0,0.319632,0.311578,47.950258,0.165275,10.0,3.0,2.0,1.0,0.01505,0.023954
